Estrategia,K,Quartil,Retorno_Anual_Bruto,Vol_Anual_Bruto,Sharpe_Bruto,Sortino_Bruto,MDD_Bruto,Retorno_Anual_Liquido,Vol_Anual_Liquido,Sharpe_Liquido,Sortino_Liquido,MDD_Liquido,Tempo_Total_Seg
naive,10,0.25,0.31066895025487784,0.16230089960599126,1.0117036232594336,1.017431111477892,-0.14714222453103637,0.31066895025487784,0.16230089960599126,1.0117036232594336,1.017431111477892,-0.14714222453103637,52.935972929000854
gmv,10,0.25,0.15005318735199213,0.08983433268359846,0.2694692309946715,0.27202482535482103,-0.11257048363299521,0.15005318735199213,0.08983433268359846,0.2694692309946715,0.27202482535482103,-0.11257048363299521,4609.653349161148
rp_nonconvex,10,0.25,0.14043677262420884,0.08885409640023349,0.17697795767576233,0.1812667584983947,-0.15167842677055193,0.14043677262420884,0.08885409640023349,0.17697795767576233,0.1812667584983947,-0.15167842677055193,61134.86845421791
rp_convex,10,0.25,0.19920892314195715,0.08439730461568534,0.777433441005876,0.8271891656810985,-0.07754390577267052,0.19920892314195715,0.08439730461568534,0.777433441005876,0.8271891656810985,-0.07754390577267052,75335.40010046959
