,Retorno_Bruto,Retorno_Liquido,Retorno
2022-01-11,0.0031095359174233847,0.0031095359174233847,0.0031095359174233847
2022-01-12,0.007061194688397101,0.007061194688397101,0.007061194688397101
2022-01-13,-0.012973343048768269,-0.012973343048768269,-0.012973343048768269
2022-01-14,0.003484167439283079,0.003484167439283079,0.003484167439283079
2022-01-17,-0.016180580238873043,-0.016180580238873043,-0.016180580238873043
2022-01-18,-0.013797582982908604,-0.013797582982908604,-0.013797582982908604
2022-01-19,-0.0017392135675275305,-0.0017392135675275305,-0.0017392135675275305
2022-01-20,-0.001989693709637668,-0.001989693709637668,-0.001989693709637668
2022-01-21,-0.008614801392716611,-0.008614801392716611,-0.008614801392716611
2022-01-24,0.007381108783897264,0.007381108783897264,0.007381108783897264
2022-01-25,0.0025434366739897707,0.0025434366739897707,0.0025434366739897707
2022-01-26,-0.014254587427454862,-0.014254587427454862,-0.014254587427454862
2022-01-27,-0.00763646423261521,-0.00763646423261521,-0.00763646423261521
2022-01-28,0.011091796268337136,0.011091796268337136,0.011091796268337136
2022-01-31,0.0031609175802294453,0.0031609175802294453,0.0031609175802294453
2022-02-01,0.016553466112054147,0.016553466112054147,0.016553466112054147
2022-02-02,-0.011669037897517222,-0.011669037897517222,-0.011669037897517222
2022-02-03,-0.020540916399690575,-0.020540916399690575,-0.020540916399690575
2022-02-04,0.012024327134581658,0.012024327134581658,0.012024327134581658
2022-02-07,0.003448672281284006,0.003448672281284006,0.003448672281284006
2022-02-08,0.00028705638506062916,0.00028705638506062916,0.00028705638506062916
2022-02-09,-0.0008337520374711069,-0.0008337520374711069,-0.0008337520374711069
2022-02-10,0.00768789763717914,0.00768789763717914,0.00768789763717914
2022-02-11,-0.012041088150247611,-0.012041088150247611,-0.012041088150247611
2022-02-14,-0.006153252837296523,-0.006153252837296523,-0.006153252837296523
2022-02-15,0.001784657186662215,0.001784657186662215,0.001784657186662215
2022-02-16,0.011467544708757911,0.011467544708757911,0.011467544708757911
2022-02-17,-0.0031410589180518003,-0.0031410589180518003,-0.0031410589180518003
2022-02-18,0.0035987360332937254,0.0035987360332937254,0.0035987360332937254
2022-02-21,-0.009182962498673822,-0.009182962498673822,-0.009182962498673822
2022-02-22,0.012768114796293396,0.012768114796293396,0.012768114796293396
2022-02-23,-0.003706847734942108,-0.003706847734942108,-0.003706847734942108
2022-02-24,0.0024378891080093007,0.0024378891080093007,0.0024378891080093007
2022-02-25,-0.005666336231650189,-0.005666336231650189,-0.005666336231650189
2022-03-02,0.023935045839470065,0.023935045839470065,0.023935045839470065
2022-03-03,-0.010274649847130442,-0.010274649847130442,-0.010274649847130442
2022-03-04,0.008402954411135791,0.008402954411135791,0.008402954411135791
2022-03-07,-0.010042856861095231,-0.010042856861095231,-0.010042856861095231
2022-03-08,-0.00853977754409133,-0.00853977754409133,-0.00853977754409133
2022-03-09,-0.005189964932854564,-0.005189964932854564,-0.005189964932854564
2022-03-10,0.008254814430017451,0.008254814430017451,0.008254814430017451
2022-03-11,0.0020249757796200534,0.0020249757796200534,0.0020249757796200534
2022-03-14,-0.0062016032742730235,-0.0062016032742730235,-0.0062016032742730235
2022-03-15,-0.005874853052715052,-0.005874853052715052,-0.005874853052715052
2022-03-16,0.011052769862803055,0.011052769862803055,0.011052769862803055
2022-03-17,-2.415756547357586e-05,-2.415756547357586e-05,-2.415756547357586e-05
2022-03-18,0.00607686420604147,0.00607686420604147,0.00607686420604147
2022-03-21,0.002015399091382434,0.002015399091382434,0.002015399091382434
2022-03-22,0.00738575910406878,0.00738575910406878,0.00738575910406878
2022-03-23,-0.009574948033046777,-0.009574948033046777,-0.009574948033046777
2022-03-24,0.0005092571296023583,0.0005092571296023583,0.0005092571296023583
2022-03-25,-0.005406481305660415,-0.005406481305660415,-0.005406481305660415
2022-03-28,0.001556383212683878,0.001556383212683878,0.001556383212683878
2022-03-29,0.014799189863522034,0.014799189863522034,0.014799189863522034
2022-03-30,0.002469215398065731,0.002469215398065731,0.002469215398065731
2022-03-31,-0.005475054671920812,-0.005475054671920812,-0.005475054671920812
2022-04-01,0.002919870076404565,0.002919870076404565,0.002919870076404565
2022-04-04,0.006267484711191967,0.006267484711191967,0.006267484711191967
2022-04-05,0.0045078170032505855,0.0045078170032505855,0.0045078170032505855
2022-04-06,-0.011334454603870468,-0.011334454603870468,-0.011334454603870468
2022-04-07,0.000216881933179933,0.000216881933179933,0.000216881933179933
2022-04-08,0.009302590196451776,0.009302590196451776,0.009302590196451776
2022-04-11,0.003677684776893354,0.003677684776893354,0.003677684776893354
2022-04-12,-0.006259121445813695,-0.006259121445813695,-0.006259121445813695
2022-04-13,-0.007936879867682949,-0.007936879867682949,-0.007936879867682949
2022-04-14,0.0002081356904176101,0.0002081356904176101,0.0002081356904176101
2022-04-18,-0.00033924440753070834,-0.00033924440753070834,-0.00033924440753070834
2022-04-19,0.0009832865017199905,0.0009832865017199905,0.0009832865017199905
2022-04-20,0.007995601533856318,0.007995601533856318,0.007995601533856318
2022-04-22,-0.012265874103416407,-0.012265874103416407,-0.012265874103416407
2022-04-25,0.0011898826527254845,0.0011898826527254845,0.0011898826527254845
2022-04-26,-0.00808803485528129,-0.00808803485528129,-0.00808803485528129
2022-04-27,0.0002796792451323013,0.0002796792451323013,0.0002796792451323013
2022-04-28,0.0019375615052371303,0.0019375615052371303,0.0019375615052371303
2022-04-29,0.008056097621171168,0.008056097621171168,0.008056097621171168
2022-05-02,0.001463618480922238,0.001463618480922238,0.001463618480922238
2022-05-03,0.0014980448506804608,0.0014980448506804608,0.0014980448506804608
2022-05-04,0.02157935885472561,0.02157935885472561,0.02157935885472561
2022-05-05,-0.0029910051700314045,-0.0029910051700314045,-0.0029910051700314045
2022-05-06,0.0010372688436730108,0.0010372688436730108,0.0010372688436730108
2022-05-09,0.0031519212316546592,0.0031519212316546592,0.0031519212316546592
2022-05-10,0.00025839645823903215,0.00025839645823903215,0.00025839645823903215
2022-05-11,0.005887848334060028,0.005887848334060028,0.005887848334060028
