Data_Rebalanceamento,Data_Aplicacao,Tempo_Segundos
2022-04-07,2022-04-08,54.083646059036255
2022-04-08,2022-04-11,55.130428314208984
2022-04-11,2022-04-12,61.00901746749878
2022-04-12,2022-04-13,54.79891586303711
2022-04-13,2022-04-14,56.01641321182251
2022-04-14,2022-04-18,64.14721655845642
2022-04-18,2022-04-19,59.597033977508545
2022-04-19,2022-04-20,55.285672664642334
2022-04-20,2022-04-22,55.51972150802612
2022-04-22,2022-04-25,66.5219419002533
2022-04-25,2022-04-26,65.86596441268921
2022-04-26,2022-04-27,57.26910424232483
2022-04-27,2022-04-28,61.13411068916321
2022-04-28,2022-04-29,63.156593799591064
2022-04-29,2022-05-02,55.22119331359863
2022-05-02,2022-05-03,68.46406602859497
2022-05-03,2022-05-04,65.00423645973206
2022-05-04,2022-05-05,59.65229558944702
2022-05-05,2022-05-06,59.709843158721924
2022-05-06,2022-05-09,67.34552550315857
2022-05-09,2022-05-10,61.411295652389526
2022-05-10,2022-05-11,62.26399326324463
2022-05-11,2022-05-12,63.203157901763916
2022-05-12,2022-05-13,59.70125102996826
2022-05-13,2022-05-16,70.73475646972656
2022-05-16,2022-05-17,63.41707944869995
2022-05-17,2022-05-18,71.57434153556824
2022-05-18,2022-05-19,52.459025859832764
2022-05-19,2022-05-20,63.283318758010864
2022-05-20,2022-05-23,51.177977561950684
2022-05-23,2022-05-24,54.109845876693726
2022-05-24,2022-05-25,64.0101888179779
2022-05-25,2022-05-26,64.32944989204407
2022-05-26,2022-05-27,72.780522108078
2022-05-27,2022-05-30,60.773895025253296
2022-05-30,2022-05-31,73.40751147270203
2022-05-31,2022-06-01,68.85164880752563
2022-06-01,2022-06-02,62.17949056625366
2022-06-02,2022-06-03,64.51713824272156
2022-06-03,2022-06-06,91.95876240730286
2022-06-06,2022-06-07,64.57539296150208
2022-06-07,2022-06-08,61.80409526824951
2022-06-08,2022-06-09,57.39943599700928
2022-06-09,2022-06-10,68.04798674583435
2022-06-10,2022-06-13,67.03405857086182
2022-06-13,2022-06-14,56.18821382522583
2022-06-14,2022-06-15,60.989954233169556
2022-06-15,2022-06-17,58.12150192260742
2022-06-17,2022-06-20,64.97369742393494
2022-06-20,2022-06-21,61.36971879005432
2022-06-21,2022-06-22,64.42013740539551
2022-06-22,2022-06-23,74.97120571136475
2022-06-23,2022-06-24,65.06355047225952
2022-06-24,2022-06-27,78.25752186775208
2022-06-27,2022-06-28,68.3674201965332
2022-06-28,2022-06-29,78.59084677696228
2022-06-29,2022-06-30,62.17047333717346
2022-06-30,2022-07-01,73.07943892478943
2022-07-01,2022-07-04,64.18492650985718
2022-07-04,2022-07-05,55.18333435058594
2022-07-05,2022-07-06,58.34321069717407
2022-07-06,2022-07-07,57.97327470779419
2022-07-07,2022-07-08,67.03922390937805
2022-07-08,2022-07-11,67.12763786315918
2022-07-11,2022-07-12,62.7472083568573
2022-07-12,2022-07-13,63.17361855506897
2022-07-13,2022-07-14,55.21353578567505
2022-07-14,2022-07-15,63.732471227645874
2022-07-15,2022-07-18,75.5850715637207
2022-07-18,2022-07-19,79.35747265815735
2022-07-19,2022-07-20,78.27333402633667
2022-07-20,2022-07-21,68.80258536338806
2022-07-21,2022-07-22,67.10531878471375
2022-07-22,2022-07-25,57.02695083618164
2022-07-25,2022-07-26,81.63994455337524
2022-07-26,2022-07-27,69.20511937141418
2022-07-27,2022-07-28,63.17546081542969
2022-07-28,2022-07-29,62.561662673950195
2022-07-29,2022-08-01,60.05648493766785
2022-08-01,2022-08-02,69.91258668899536
2022-08-02,2022-08-03,53.450973987579346
2022-08-03,2022-08-04,67.1150414943695
2022-08-04,2022-08-05,65.83370089530945
2022-08-05,2022-08-08,61.95102143287659
2022-08-08,2022-08-09,61.516119718551636
2022-08-09,2022-08-10,57.8445930480957
2022-08-10,2022-08-11,65.43942499160767
2022-08-11,2022-08-12,55.62854337692261
2022-08-12,2022-08-15,62.08554005622864
2022-08-15,2022-08-16,60.92742586135864
2022-08-16,2022-08-17,64.33046650886536
2022-08-17,2022-08-18,63.666154861450195
2022-08-18,2022-08-19,71.06723117828369
2022-08-19,2022-08-22,58.135138273239136
2022-08-22,2022-08-23,64.8602306842804
2022-08-23,2022-08-24,67.4103000164032
2022-08-24,2022-08-25,67.4612557888031
2022-08-25,2022-08-26,65.0146746635437
2022-08-26,2022-08-29,75.46076917648315
2022-08-29,2022-08-30,61.556906938552856
2022-08-30,2022-08-31,66.82342863082886
2022-08-31,2022-09-01,63.45374155044556
2022-09-01,2022-09-02,56.39890122413635
2022-09-02,2022-09-05,75.56794881820679
2022-09-05,2022-09-06,65.98811268806458
2022-09-06,2022-09-08,68.64350748062134
2022-09-08,2022-09-09,72.92396473884583
2022-09-09,2022-09-12,66.91935443878174
2022-09-12,2022-09-13,64.42240881919861
2022-09-13,2022-09-14,59.72665071487427
2022-09-14,2022-09-15,71.22450375556946
2022-09-15,2022-09-16,65.23331713676453
2022-09-16,2022-09-19,60.33900713920593
2022-09-19,2022-09-20,55.230321645736694
2022-09-20,2022-09-21,61.50643825531006
2022-09-21,2022-09-22,61.11353588104248
2022-09-22,2022-09-23,64.62869548797607
2022-09-23,2022-09-26,67.01095724105835
2022-09-26,2022-09-27,72.5327627658844
2022-09-27,2022-09-28,61.76936745643616
2022-09-28,2022-09-29,62.426371335983276
2022-09-29,2022-09-30,54.874162435531616
2022-09-30,2022-10-03,62.261749505996704
2022-10-03,2022-10-04,59.974454402923584
2022-10-04,2022-10-05,61.133760929107666
2022-10-05,2022-10-06,58.89108920097351
2022-10-06,2022-10-07,56.02389907836914
2022-10-07,2022-10-10,55.20183706283569
2022-10-10,2022-10-11,59.88590955734253
2022-10-11,2022-10-13,63.50539183616638
2022-10-13,2022-10-14,53.81267952919006
2022-10-14,2022-10-17,61.284385204315186
2022-10-17,2022-10-18,67.81162929534912
2022-10-18,2022-10-19,54.2123122215271
2022-10-19,2022-10-20,61.4421021938324
2022-10-20,2022-10-21,58.11424946784973
2022-10-21,2022-10-24,57.77433800697327
2022-10-24,2022-10-25,58.352702140808105
2022-10-25,2022-10-26,68.2865731716156
2022-10-26,2022-10-27,59.22580146789551
2022-10-27,2022-10-28,58.88195061683655
2022-10-28,2022-10-31,59.735751152038574
2022-10-31,2022-11-01,61.127182960510254
2022-11-01,2022-11-03,65.11859822273254
2022-11-03,2022-11-04,62.94932818412781
2022-11-04,2022-11-07,56.663302421569824
2022-11-07,2022-11-08,67.4647912979126
2022-11-08,2022-11-09,65.1433219909668
2022-11-09,2022-11-10,70.55202770233154
2022-11-10,2022-11-11,65.05003619194031
2022-11-11,2022-11-14,70.81863188743591
2022-11-14,2022-11-16,67.96036648750305
2022-11-16,2022-11-17,70.05960154533386
2022-11-17,2022-11-18,72.8181574344635
2022-11-18,2022-11-21,73.4731605052948
2022-11-21,2022-11-22,75.02356386184692
2022-11-22,2022-11-23,69.56839966773987
2022-11-23,2022-11-24,63.815526485443115
2022-11-24,2022-11-25,68.18275880813599
2022-11-25,2022-11-28,69.00301575660706
2022-11-28,2022-11-29,73.8532702922821
2022-11-29,2022-11-30,77.15298080444336
2022-11-30,2022-12-01,74.73407626152039
2022-12-01,2022-12-02,66.70737481117249
2022-12-02,2022-12-05,70.06452465057373
2022-12-05,2022-12-06,66.96583986282349
2022-12-06,2022-12-07,91.18486785888672
2022-12-07,2022-12-08,79.66523790359497
2022-12-08,2022-12-09,68.78168725967407
2022-12-09,2022-12-12,65.36573553085327
2022-12-12,2022-12-13,75.75597071647644
2022-12-13,2022-12-14,68.25866627693176
2022-12-14,2022-12-15,87.39091682434082
2022-12-15,2022-12-16,79.70545673370361
2022-12-16,2022-12-19,82.07545375823975
2022-12-19,2022-12-20,79.43436527252197
2022-12-20,2022-12-21,68.93457078933716
2022-12-21,2022-12-22,68.45422530174255
2022-12-22,2022-12-23,74.4752824306488
2022-12-23,2022-12-26,75.33858013153076
2022-12-26,2022-12-27,78.42251205444336
2022-12-27,2022-12-28,65.73144626617432
2022-12-28,2022-12-29,72.08029055595398
2022-12-29,2023-01-02,81.25089740753174
2023-01-02,2023-01-03,72.89300918579102
2023-01-03,2023-01-04,70.5761501789093
2023-01-04,2023-01-05,75.4299886226654
2023-01-05,2023-01-06,77.04870653152466
2023-01-06,2023-01-09,68.43754601478577
2023-01-09,2023-01-10,82.38680100440979
2023-01-10,2023-01-11,75.90150046348572
2023-01-11,2023-01-12,76.58909893035889
2023-01-12,2023-01-13,71.1739456653595
2023-01-13,2023-01-16,68.25741672515869
2023-01-16,2023-01-17,80.36484503746033
2023-01-17,2023-01-18,73.96678566932678
2023-01-18,2023-01-19,70.15977787971497
2023-01-19,2023-01-20,68.92951107025146
2023-01-20,2023-01-23,75.36942958831787
2023-01-23,2023-01-24,65.7532057762146
2023-01-24,2023-01-25,70.6613461971283
2023-01-25,2023-01-26,71.91049098968506
2023-01-26,2023-01-27,72.6406741142273
2023-01-27,2023-01-30,66.16043901443481
2023-01-30,2023-01-31,71.68476033210754
2023-01-31,2023-02-01,66.95264530181885
2023-02-01,2023-02-02,74.98072624206543
2023-02-02,2023-02-03,64.77850127220154
2023-02-03,2023-02-06,70.66756272315979
2023-02-06,2023-02-07,71.6362874507904
2023-02-07,2023-02-08,73.14819574356079
2023-02-08,2023-02-09,74.15999794006348
2023-02-09,2023-02-10,75.9974992275238
2023-02-10,2023-02-13,69.23482871055603
2023-02-13,2023-02-14,75.52279448509216
2023-02-14,2023-02-15,71.62325024604797
2023-02-15,2023-02-16,73.35640692710876
2023-02-16,2023-02-17,66.97677373886108
2023-02-17,2023-02-22,77.63699316978455
2023-02-22,2023-02-23,77.86941027641296
2023-02-23,2023-02-24,70.35368776321411
2023-02-24,2023-02-27,69.91565680503845
2023-02-27,2023-02-28,81.08456563949585
2023-02-28,2023-03-01,70.11170172691345
2023-03-01,2023-03-02,77.74388933181763
2023-03-02,2023-03-03,82.03366184234619
2023-03-03,2023-03-06,70.9226016998291
2023-03-06,2023-03-07,75.35878205299377
2023-03-07,2023-03-08,77.68718218803406
2023-03-08,2023-03-09,68.32384443283081
2023-03-09,2023-03-10,100.88079905509949
2023-03-10,2023-03-13,64.08119988441467
2023-03-13,2023-03-14,74.11943674087524
2023-03-14,2023-03-15,73.42198252677917
2023-03-15,2023-03-16,75.00999927520752
2023-03-16,2023-03-17,79.89065933227539
2023-03-17,2023-03-20,73.61841154098511
2023-03-20,2023-03-21,69.07721281051636
2023-03-21,2023-03-22,70.99324083328247
2023-03-22,2023-03-23,63.61221623420715
2023-03-23,2023-03-24,69.95958876609802
2023-03-24,2023-03-27,63.33468294143677
2023-03-27,2023-03-28,71.54429364204407
2023-03-28,2023-03-29,84.94193577766418
2023-03-29,2023-03-30,67.45043277740479
2023-03-30,2023-03-31,86.18332862854004
2023-03-31,2023-04-03,66.92547559738159
2023-04-03,2023-04-04,63.35558080673218
2023-04-04,2023-04-05,67.97130727767944
2023-04-05,2023-04-06,79.85936403274536
2023-04-06,2023-04-10,73.29457545280457
2023-04-10,2023-04-11,69.4664056301117
2023-04-11,2023-04-12,72.51646399497986
2023-04-12,2023-04-13,73.08231019973755
2023-04-13,2023-04-14,72.25966453552246
2023-04-14,2023-04-17,70.80544114112854
2023-04-17,2023-04-18,70.7600450515747
2023-04-18,2023-04-19,68.01667523384094
2023-04-19,2023-04-20,75.96641993522644
2023-04-20,2023-04-24,78.04618453979492
2023-04-24,2023-04-25,88.16903758049011
2023-04-25,2023-04-26,80.89522790908813
2023-04-26,2023-04-27,101.98869562149048
2023-04-27,2023-04-28,77.76368761062622
2023-04-28,2023-05-02,60.857569456100464
2023-05-02,2023-05-03,77.56813454627991
2023-05-03,2023-05-04,81.77874565124512
2023-05-04,2023-05-05,77.01928853988647
2023-05-05,2023-05-08,76.67960596084595
2023-05-08,2023-05-09,71.73361372947693
2023-05-09,2023-05-10,72.2034592628479
2023-05-10,2023-05-11,70.63883781433105
2023-05-11,2023-05-12,71.33502459526062
2023-05-12,2023-05-15,65.51579213142395
2023-05-15,2023-05-16,76.47712731361389
2023-05-16,2023-05-17,64.05998396873474
2023-05-17,2023-05-18,73.81778383255005
2023-05-18,2023-05-19,72.0099766254425
2023-05-19,2023-05-22,59.40653705596924
2023-05-22,2023-05-23,64.38354158401489
2023-05-23,2023-05-24,72.49583005905151
2023-05-24,2023-05-25,68.60015821456909
2023-05-25,2023-05-26,80.98023891448975
2023-05-26,2023-05-29,87.2729721069336
2023-05-29,2023-05-30,84.63450813293457
2023-05-30,2023-05-31,65.28252172470093
2023-05-31,2023-06-01,72.15710043907166
2023-06-01,2023-06-02,68.61293387413025
2023-06-02,2023-06-05,76.66854882240295
2023-06-05,2023-06-06,85.9083046913147
2023-06-06,2023-06-07,65.95657396316528
2023-06-07,2023-06-09,67.02898144721985
2023-06-09,2023-06-12,56.73390507698059
2023-06-12,2023-06-13,66.2013168334961
2023-06-13,2023-06-14,73.89397144317627
2023-06-14,2023-06-15,59.479214906692505
2023-06-15,2023-06-16,54.71089696884155
2023-06-16,2023-06-19,58.89342427253723
2023-06-19,2023-06-20,55.26248860359192
2023-06-20,2023-06-21,57.83609056472778
2023-06-21,2023-06-22,61.157374143600464
2023-06-22,2023-06-23,59.99827480316162
2023-06-23,2023-06-26,63.83475065231323
2023-06-26,2023-06-27,55.35363698005676
2023-06-27,2023-06-28,62.468679666519165
2023-06-28,2023-06-29,65.91396522521973
2023-06-29,2023-06-30,54.304447174072266
2023-06-30,2023-07-03,60.004340410232544
2023-07-03,2023-07-04,53.50852966308594
2023-07-04,2023-07-05,58.5197856426239
2023-07-05,2023-07-06,57.10740375518799
2023-07-06,2023-07-07,54.06535720825195
2023-07-07,2023-07-10,57.823707818984985
2023-07-10,2023-07-11,54.89952898025513
2023-07-11,2023-07-12,54.92798590660095
2023-07-12,2023-07-13,54.12083435058594
2023-07-13,2023-07-14,65.22459363937378
2023-07-14,2023-07-17,57.07584881782532
2023-07-17,2023-07-18,60.97666954994202
2023-07-18,2023-07-19,64.12688136100769
2023-07-19,2023-07-20,61.436233043670654
2023-07-20,2023-07-21,54.583216190338135
2023-07-21,2023-07-24,68.68602275848389
2023-07-24,2023-07-25,61.78225040435791
2023-07-25,2023-07-26,58.71503806114197
2023-07-26,2023-07-27,75.53519868850708
2023-07-27,2023-07-28,57.65114998817444
2023-07-28,2023-07-31,60.50590968132019
2023-07-31,2023-08-01,60.947696924209595
2023-08-01,2023-08-02,66.09544491767883
2023-08-02,2023-08-03,59.17243480682373
2023-08-03,2023-08-04,57.542248487472534
2023-08-04,2023-08-07,54.19403100013733
2023-08-07,2023-08-08,58.39119505882263
2023-08-08,2023-08-09,53.944947242736816
2023-08-09,2023-08-10,55.81274914741516
2023-08-10,2023-08-11,52.716437339782715
2023-08-11,2023-08-14,68.06451654434204
2023-08-14,2023-08-15,72.41496157646179
2023-08-15,2023-08-16,63.645694971084595
2023-08-16,2023-08-17,54.70337629318237
2023-08-17,2023-08-18,75.62022805213928
2023-08-18,2023-08-21,65.53621315956116
2023-08-21,2023-08-22,67.9587471485138
2023-08-22,2023-08-23,80.71474647521973
2023-08-23,2023-08-24,55.54069519042969
2023-08-24,2023-08-25,57.25967240333557
2023-08-25,2023-08-28,57.9226393699646
2023-08-28,2023-08-29,87.7377827167511
2023-08-29,2023-08-30,53.27773356437683
2023-08-30,2023-08-31,75.60661435127258
2023-08-31,2023-09-01,61.87829828262329
2023-09-01,2023-09-04,68.85912251472473
2023-09-04,2023-09-05,67.79541993141174
2023-09-05,2023-09-06,74.99799275398254
2023-09-06,2023-09-08,67.0379285812378
2023-09-08,2023-09-11,63.88196063041687
2023-09-11,2023-09-12,74.5864646434784
2023-09-12,2023-09-13,74.59065794944763
2023-09-13,2023-09-14,56.83146095275879
2023-09-14,2023-09-15,60.72715497016907
2023-09-15,2023-09-18,53.10204100608826
2023-09-18,2023-09-19,53.9478554725647
2023-09-19,2023-09-20,57.16158485412598
2023-09-20,2023-09-21,54.26055836677551
2023-09-21,2023-09-22,55.18681216239929
2023-09-22,2023-09-25,55.31973457336426
2023-09-25,2023-09-26,71.1202666759491
2023-09-26,2023-09-27,70.37672829627991
2023-09-27,2023-09-28,71.51908016204834
2023-09-28,2023-09-29,56.875990867614746
2023-09-29,2023-10-02,59.72477698326111
2023-10-02,2023-10-03,51.16998791694641
2023-10-03,2023-10-04,57.32075262069702
2023-10-04,2023-10-05,66.41940331459045
2023-10-05,2023-10-06,60.24413442611694
2023-10-06,2023-10-09,63.18680739402771
2023-10-09,2023-10-10,65.6258111000061
2023-10-10,2023-10-11,69.67126798629761
2023-10-11,2023-10-13,69.0223183631897
2023-10-13,2023-10-16,76.27449202537537
2023-10-16,2023-10-17,62.82333183288574
2023-10-17,2023-10-18,46.454076051712036
2023-10-18,2023-10-19,57.622509479522705
2023-10-19,2023-10-20,60.60261869430542
2023-10-20,2023-10-23,55.279301166534424
2023-10-23,2023-10-24,56.685906410217285
2023-10-24,2023-10-25,53.49414253234863
2023-10-25,2023-10-26,52.25770282745361
2023-10-26,2023-10-27,59.786391735076904
2023-10-27,2023-10-30,54.02603077888489
2023-10-30,2023-10-31,54.04703235626221
2023-10-31,2023-11-01,57.82651472091675
2023-11-01,2023-11-03,58.55371403694153
2023-11-03,2023-11-06,55.99233794212341
2023-11-06,2023-11-07,56.342350244522095
2023-11-07,2023-11-08,59.430532693862915
2023-11-08,2023-11-09,59.02386450767517
2023-11-09,2023-11-10,50.75263690948486
2023-11-10,2023-11-13,60.02604389190674
2023-11-13,2023-11-14,55.38581299781799
2023-11-14,2023-11-16,64.51472043991089
2023-11-16,2023-11-17,56.265835762023926
2023-11-17,2023-11-20,59.1138596534729
2023-11-20,2023-11-21,58.94698119163513
2023-11-21,2023-11-22,57.518959283828735
2023-11-22,2023-11-23,62.65088605880737
2023-11-23,2023-11-24,56.76526594161987
2023-11-24,2023-11-27,52.867940187454224
2023-11-27,2023-11-28,54.88925290107727
2023-11-28,2023-11-29,58.66902732849121
2023-11-29,2023-11-30,55.15781116485596
2023-11-30,2023-12-01,69.44608449935913
2023-12-01,2023-12-04,50.84589648246765
2023-12-04,2023-12-05,59.04870128631592
2023-12-05,2023-12-06,54.40847325325012
2023-12-06,2023-12-07,57.99960374832153
2023-12-07,2023-12-08,51.33383560180664
2023-12-08,2023-12-11,58.7068395614624
2023-12-11,2023-12-12,65.76926684379578
2023-12-12,2023-12-13,85.96156191825867
2023-12-13,2023-12-14,53.45141577720642
2023-12-14,2023-12-15,57.3348867893219
2023-12-15,2023-12-18,55.77982497215271
2023-12-18,2023-12-19,54.99744772911072
2023-12-19,2023-12-20,60.71422290802002
2023-12-20,2023-12-21,56.45677185058594
2023-12-21,2023-12-22,62.908064126968384
2023-12-22,2023-12-26,57.73456811904907
2023-12-26,2023-12-27,56.20673632621765
2023-12-27,2023-12-28,56.414857387542725
2023-12-28,2024-01-02,52.39574694633484
2024-01-02,2024-01-03,61.532161712646484
2024-01-03,2024-01-04,56.87284827232361
2024-01-04,2024-01-05,54.41136336326599
2024-01-05,2024-01-08,59.43373370170593
2024-01-08,2024-01-09,53.367939472198486
2024-01-09,2024-01-10,55.66158962249756
2024-01-10,2024-01-11,53.35159778594971
2024-01-11,2024-01-12,57.37697100639343
2024-01-12,2024-01-15,54.35058808326721
2024-01-15,2024-01-16,55.48430681228638
2024-01-16,2024-01-17,55.46493744850159
2024-01-17,2024-01-18,58.452375650405884
2024-01-18,2024-01-19,55.14443254470825
2024-01-19,2024-01-22,64.95915699005127
2024-01-22,2024-01-23,52.5857355594635
2024-01-23,2024-01-24,49.7216477394104
2024-01-24,2024-01-25,50.58699607849121
2024-01-25,2024-01-26,62.13101077079773
2024-01-26,2024-01-29,63.28741455078125
2024-01-29,2024-01-30,63.06570076942444
2024-01-30,2024-01-31,58.41600179672241
2024-01-31,2024-02-01,55.35040044784546
2024-02-01,2024-02-02,48.33117151260376
2024-02-02,2024-02-05,54.42328119277954
2024-02-05,2024-02-06,54.289849519729614
2024-02-06,2024-02-07,50.986135959625244
2024-02-07,2024-02-08,54.78059768676758
2024-02-08,2024-02-09,49.98374819755554
2024-02-09,2024-02-14,60.560059547424316
2024-02-14,2024-02-15,64.34588313102722
2024-02-15,2024-02-16,53.466442346572876
2024-02-16,2024-02-19,57.88687014579773
2024-02-19,2024-02-20,57.33137536048889
2024-02-20,2024-02-21,55.527902364730835
2024-02-21,2024-02-22,57.43333697319031
2024-02-22,2024-02-23,47.37137031555176
2024-02-23,2024-02-26,53.366493463516235
2024-02-26,2024-02-27,61.701160192489624
2024-02-27,2024-02-28,54.90678691864014
2024-02-28,2024-02-29,53.062514781951904
2024-02-29,2024-03-01,53.54027223587036
2024-03-01,2024-03-04,52.66834616661072
2024-03-04,2024-03-05,54.363532066345215
2024-03-05,2024-03-06,52.919599533081055
2024-03-06,2024-03-07,52.75057888031006
2024-03-07,2024-03-08,50.48293113708496
2024-03-08,2024-03-11,55.733213901519775
2024-03-11,2024-03-12,56.80040454864502
2024-03-12,2024-03-13,54.08716440200806
2024-03-13,2024-03-14,55.4879367351532
2024-03-14,2024-03-15,60.553640604019165
2024-03-15,2024-03-18,60.10815644264221
2024-03-18,2024-03-19,58.50946116447449
2024-03-19,2024-03-20,53.17350625991821
2024-03-20,2024-03-21,50.73992681503296
2024-03-21,2024-03-22,54.975388526916504
2024-03-22,2024-03-25,53.72304081916809
2024-03-25,2024-03-26,54.21669244766235
2024-03-26,2024-03-27,62.24426031112671
2024-03-27,2024-03-28,56.18800449371338
2024-03-28,2024-04-01,50.5550000667572
2024-04-01,2024-04-02,61.02727150917053
2024-04-02,2024-04-03,51.16157364845276
2024-04-03,2024-04-04,51.97398066520691
2024-04-04,2024-04-05,56.75051474571228
2024-04-05,2024-04-08,54.55387735366821
2024-04-08,2024-04-09,59.16534614562988
2024-04-09,2024-04-10,53.549800395965576
2024-04-10,2024-04-11,54.72493577003479
2024-04-11,2024-04-12,54.43859624862671
2024-04-12,2024-04-15,54.32986116409302
2024-04-15,2024-04-16,60.47442579269409
2024-04-16,2024-04-17,59.94693160057068
2024-04-17,2024-04-18,54.83493089675903
2024-04-18,2024-04-19,56.44508719444275
2024-04-19,2024-04-22,57.627456188201904
2024-04-22,2024-04-23,56.35704565048218
2024-04-23,2024-04-24,69.84887933731079
2024-04-24,2024-04-25,54.053964614868164
2024-04-25,2024-04-26,53.73643231391907
2024-04-26,2024-04-29,55.85721969604492
2024-04-29,2024-04-30,55.60947608947754
2024-04-30,2024-05-02,54.81000852584839
2024-05-02,2024-05-03,60.89097023010254
2024-05-03,2024-05-06,56.30598759651184
2024-05-06,2024-05-07,50.116528272628784
2024-05-07,2024-05-08,57.92175507545471
2024-05-08,2024-05-09,53.61086106300354
2024-05-09,2024-05-10,59.27368497848511
2024-05-10,2024-05-13,50.111342430114746
2024-05-13,2024-05-14,53.95033407211304
2024-05-14,2024-05-15,56.4976372718811
2024-05-15,2024-05-16,55.634268283843994
2024-05-16,2024-05-17,49.697582721710205
2024-05-17,2024-05-20,54.374101638793945
2024-05-20,2024-05-21,50.92042112350464
2024-05-21,2024-05-22,52.98906350135803
2024-05-22,2024-05-23,51.58392906188965
2024-05-23,2024-05-24,54.57741093635559
2024-05-24,2024-05-27,56.52696871757507
2024-05-27,2024-05-28,54.04522633552551
2024-05-28,2024-05-29,54.358120918273926
2024-05-29,2024-05-31,54.55527448654175
2024-05-31,2024-06-03,55.85501480102539
2024-06-03,2024-06-04,51.618051052093506
2024-06-04,2024-06-05,61.59824275970459
2024-06-05,2024-06-06,55.989736557006836
2024-06-06,2024-06-07,63.74653673171997
2024-06-07,2024-06-10,51.42026472091675
2024-06-10,2024-06-11,58.7312285900116
2024-06-11,2024-06-12,59.92309856414795
2024-06-12,2024-06-13,54.890098571777344
2024-06-13,2024-06-14,61.02547764778137
2024-06-14,2024-06-17,59.70111274719238
2024-06-17,2024-06-18,61.74887800216675
2024-06-18,2024-06-19,73.58106255531311
2024-06-19,2024-06-20,56.78730750083923
2024-06-20,2024-06-21,57.34554481506348
2024-06-21,2024-06-24,51.62257170677185
2024-06-24,2024-06-25,57.158501625061035
2024-06-25,2024-06-26,58.59680199623108
2024-06-26,2024-06-27,62.15512275695801
2024-06-27,2024-06-28,59.76940369606018
2024-06-28,2024-07-01,55.56792187690735
2024-07-01,2024-07-02,57.6056604385376
2024-07-02,2024-07-03,58.45207762718201
2024-07-03,2024-07-04,65.63599300384521
2024-07-04,2024-07-05,58.814881563186646
2024-07-05,2024-07-08,62.11479711532593
2024-07-08,2024-07-09,56.69228434562683
2024-07-09,2024-07-10,62.122801780700684
2024-07-10,2024-07-11,60.36498665809631
2024-07-11,2024-07-12,57.53420925140381
2024-07-12,2024-07-15,66.50326800346375
2024-07-15,2024-07-16,60.403857946395874
2024-07-16,2024-07-17,53.409451961517334
2024-07-17,2024-07-18,56.55376982688904
2024-07-18,2024-07-19,60.45462656021118
2024-07-19,2024-07-22,55.50103282928467
2024-07-22,2024-07-23,58.10096883773804
