Estrategia,K,Quartil,Retorno_Anual_Bruto,Vol_Anual_Bruto,Sharpe_Bruto,Sortino_Bruto,MDD_Bruto,Retorno_Anual_Liquido,Vol_Anual_Liquido,Sharpe_Liquido,Sortino_Liquido,MDD_Liquido,Tempo_Total_Seg
naive,10,0.25,0.3106689502548756,0.16230089960599067,1.011703623259526,1.4964881941837709,-0.14714222453103604,0.3106689502548756,0.16230089960599067,1.011703623259526,1.4964881941837709,-0.14714222453103604,52.935972929000854
gmv,10,0.25,0.15005318735199058,0.08983433268359785,0.2694692309948404,0.38764013382786855,-0.1125704836329924,0.15005318735199058,0.08983433268359785,0.2694692309948404,0.38764013382786855,-0.1125704836329924,4609.653349161148
rp_nonconvex,10,0.25,0.14043677262420728,0.0888540964002329,0.17697795767593685,0.25519603936549184,-0.15167842677055096,0.14043677262420728,0.0888540964002329,0.17697795767593685,0.25519603936549184,-0.15167842677055096,61134.86845421791
rp_convex,10,0.25,0.19920892314195515,0.08439730461568476,0.7774334410060574,1.177555598938492,-0.07754390577267012,0.19920892314195515,0.08439730461568476,0.7774334410060574,1.177555598938492,-0.07754390577267012,75335.40010046959
