,Retorno_Bruto,Retorno_Liquido,Retorno
2022-01-11,0.0031303737691776388,0.0031303737691776388,0.0031303737691776388
2022-01-12,0.003928576577218269,0.003928576577218269,0.003928576577218269
2022-01-13,-0.0001033091471620864,-0.0001033091471620864,-0.0001033091471620864
2022-01-14,-0.0010855678551941242,-0.0010855678551941242,-0.0010855678551941242
2022-01-17,-0.006096560121158308,-0.006096560121158308,-0.006096560121158308
2022-01-18,0.0031582320591737488,0.0031582320591737488,0.0031582320591737488
2022-01-19,0.010050322326299134,0.010050322326299134,0.010050322326299134
2022-01-20,0.002081289749127291,0.002081289749127291,0.002081289749127291
2022-01-21,-0.006209228906758133,-0.006209228906758133,-0.006209228906758133
2022-01-24,-0.0027238112142740608,-0.0027238112142740608,-0.0027238112142740608
2022-01-25,0.008477298520183167,0.008477298520183167,0.008477298520183167
2022-01-26,-0.002126224922721253,-0.002126224922721253,-0.002126224922721253
2022-01-27,0.005724595723394042,0.005724595723394042,0.005724595723394042
2022-01-28,0.000667586431367631,0.000667586431367631,0.000667586431367631
2022-01-31,0.009040756953184908,0.009040756953184908,0.009040756953184908
2022-02-01,0.0030826912952166816,0.0030826912952166816,0.0030826912952166816
2022-02-02,0.0028149128382038945,0.0028149128382038945,0.0028149128382038945
2022-02-03,0.0020954158111348843,0.0020954158111348843,0.0020954158111348843
2022-02-04,-0.007397026594488662,-0.007397026594488662,-0.007397026594488662
2022-02-07,-0.003275429121321477,-0.003275429121321477,-0.003275429121321477
2022-02-08,-0.00020384091777769794,-0.00020384091777769794,-0.00020384091777769794
2022-02-09,0.004548964615992399,0.004548964615992399,0.004548964615992399
2022-02-10,0.007699422402460333,0.007699422402460333,0.007699422402460333
2022-02-11,-0.0006791077865825235,-0.0006791077865825235,-0.0006791077865825235
2022-02-14,0.0011643059055136448,0.0011643059055136448,0.0011643059055136448
2022-02-15,0.0023980326504535188,0.0023980326504535188,0.0023980326504535188
2022-02-16,0.002432066648156387,0.002432066648156387,0.002432066648156387
2022-02-17,0.002891646648028747,0.002891646648028747,0.002891646648028747
2022-02-18,0.00523482703912379,0.00523482703912379,0.00523482703912379
2022-02-21,-0.0035215107392020076,-0.0035215107392020076,-0.0035215107392020076
2022-02-22,0.0074714794394970495,0.0074714794394970495,0.0074714794394970495
2022-02-23,0.0008959939453606299,0.0008959939453606299,0.0008959939453606299
2022-02-24,-0.003232979044599174,-0.003232979044599174,-0.003232979044599174
2022-02-25,0.0009529495713992405,0.0009529495713992405,0.0009529495713992405
2022-03-02,0.004385396504434467,0.004385396504434467,0.004385396504434467
2022-03-03,-0.0023941921570392196,-0.0023941921570392196,-0.0023941921570392196
2022-03-04,0.00387371845420171,0.00387371845420171,0.00387371845420171
2022-03-07,-0.004894256501997312,-0.004894256501997312,-0.004894256501997312
2022-03-08,0.0007610910415814256,0.0007610910415814256,0.0007610910415814256
2022-03-09,0.008700651496360155,0.008700651496360155,0.008700651496360155
2022-03-10,0.005350096645871603,0.005350096645871603,0.005350096645871603
2022-03-11,-0.00025467212683087485,-0.00025467212683087485,-0.00025467212683087485
2022-03-14,-0.00741562420310496,-0.00741562420310496,-0.00741562420310496
2022-03-15,-0.0009173205055662533,-0.0009173205055662533,-0.0009173205055662533
2022-03-16,0.004847934721771243,0.004847934721771243,0.004847934721771243
2022-03-17,0.009440430106089436,0.009440430106089436,0.009440430106089436
2022-03-18,0.005045401056899768,0.005045401056899768,0.005045401056899768
2022-03-21,0.0016025043204344529,0.0016025043204344529,0.0016025043204344529
2022-03-22,0.007370791158309489,0.007370791158309489,0.007370791158309489
2022-03-23,-0.007862331990263786,-0.007862331990263786,-0.007862331990263786
2022-03-24,0.006630173362952,0.006630173362952,0.006630173362952
2022-03-25,0.00046114002763552697,0.00046114002763552697,0.00046114002763552697
2022-03-28,0.0016981907964796824,0.0016981907964796824,0.0016981907964796824
2022-03-29,0.0006035477729162061,0.0006035477729162061,0.0006035477729162061
2022-03-30,-0.0004875761789034758,-0.0004875761789034758,-0.0004875761789034758
2022-03-31,0.0001319979507708702,0.0001319979507708702,0.0001319979507708702
2022-04-01,-0.001422120572112926,-0.001422120572112926,-0.001422120572112926
2022-04-04,5.485980973318847e-05,5.485980973318847e-05,5.485980973318847e-05
2022-04-05,-0.006281788652666039,-0.006281788652666039,-0.006281788652666039
2022-04-06,-0.005461591145686154,-0.005461591145686154,-0.005461591145686154
2022-04-07,0.005563204727809353,0.005563204727809353,0.005563204727809353
2022-04-08,-0.0008269715272718594,-0.0008269715272718594,-0.0008269715272718594
2022-04-11,-0.0027322342195347394,-0.0027322342195347394,-0.0027322342195347394
2022-04-12,-0.002738994968443581,-0.002738994968443581,-0.002738994968443581
2022-04-13,-0.0016847062558483046,-0.0016847062558483046,-0.0016847062558483046
2022-04-14,-0.002182253124636179,-0.002182253124636179,-0.002182253124636179
2022-04-18,0.003527299051474438,0.003527299051474438,0.003527299051474438
2022-04-19,-0.004245798864019065,-0.004245798864019065,-0.004245798864019065
2022-04-20,-0.002794627108566085,-0.002794627108566085,-0.002794627108566085
2022-04-22,-0.004802662685961151,-0.004802662685961151,-0.004802662685961151
2022-04-25,0.0037101515935458167,0.0037101515935458167,0.0037101515935458167
2022-04-26,-0.004349595612916625,-0.004349595612916625,-0.004349595612916625
2022-04-27,0.009046867058341837,0.009046867058341837,0.009046867058341837
2022-04-28,0.004755430052141306,0.004755430052141306,0.004755430052141306
2022-04-29,-0.002166805801850283,-0.002166805801850283,-0.002166805801850283
2022-05-02,-0.0053499377695568825,-0.0053499377695568825,-0.0053499377695568825
2022-05-03,0.001258271121281138,0.001258271121281138,0.001258271121281138
2022-05-04,0.006255176034171935,0.006255176034171935,0.006255176034171935
2022-05-05,-0.004702584362023402,-0.004702584362023402,-0.004702584362023402
2022-05-06,-0.004165141726265327,-0.004165141726265327,-0.004165141726265327
2022-05-09,-0.004021505319901766,-0.004021505319901766,-0.004021505319901766
2022-05-10,-0.005872965012032878,-0.005872965012032878,-0.005872965012032878
2022-05-11,-0.0004355168766725782,-0.0004355168766725782,-0.0004355168766725782
2022-05-12,0.004797569023430199,0.004797569023430199,0.004797569023430199
2022-05-13,0.006608160967324285,0.006608160967324285,0.006608160967324285
2022-05-16,0.00040247925010239585,0.00040247925010239585,0.00040247925010239585
2022-05-17,0.0029085564745471772,0.0029085564745471772,0.0029085564745471772
2022-05-18,-0.006623620721051479,-0.006623620721051479,-0.006623620721051479
2022-05-19,0.0015309579621585873,0.0015309579621585873,0.0015309579621585873
2022-05-20,0.0010552739875568109,0.0010552739875568109,0.0010552739875568109
2022-05-23,0.007364616483622786,0.007364616483622786,0.007364616483622786
2022-05-24,0.0034376529638130457,0.0034376529638130457,0.0034376529638130457
2022-05-25,0.0028338693950378828,0.0028338693950378828,0.0028338693950378828
2022-05-26,-0.0003981347926596782,-0.0003981347926596782,-0.0003981347926596782
