Data_Rebalanceamento,Data_Aplicacao,Turnover,Custo_Transacao
2022-05-12,2022-05-13,0.051889304839047565,0.0
2022-05-13,2022-05-16,0.10518594601368576,0.0
2022-05-16,2022-05-17,0.15225895689847135,0.0
2022-05-17,2022-05-18,0.10140146483495255,0.0
2022-05-18,2022-05-19,0.10321161074121407,0.0
2022-05-19,2022-05-20,0.20324652953220385,0.0
2022-05-20,2022-05-23,0.2013354736741701,0.0
2022-05-23,2022-05-24,0.05465687462548049,0.0
2022-05-24,2022-05-25,0.15286661738206153,0.0
2022-05-25,2022-05-26,0.20327557974744961,0.0
2022-05-26,2022-05-27,0.15458640739120677,0.0
2022-05-27,2022-05-30,0.10134010825584917,0.0
2022-05-30,2022-05-31,0.054063027549491466,0.0
2022-05-31,2022-06-01,0.1515626707098271,0.0
2022-06-01,2022-06-02,0.1039239020380847,0.0
2022-06-02,2022-06-03,0.10439936719166457,0.0
2022-06-03,2022-06-06,0.052698946554492906,0.0
2022-06-06,2022-06-07,0.10405745353128149,0.0
2022-06-07,2022-06-08,0.15125345409315738,0.0
2022-06-08,2022-06-09,0.20205721728919462,0.0
2022-06-09,2022-06-10,0.15177989939839792,0.0
2022-06-10,2022-06-13,0.15369104957397128,0.0
2022-06-13,2022-06-14,0.104351081151195,0.0
2022-06-14,2022-06-15,0.15217868466582224,0.0
2022-06-15,2022-06-17,0.05082390905083442,0.0
2022-06-17,2022-06-20,0.05586362431799538,0.0
2022-06-20,2022-06-21,0.003110423339688223,0.0
2022-06-21,2022-06-22,0.053669890994737665,0.0
2022-06-22,2022-06-23,0.057165670245679076,0.0
2022-06-23,2022-06-24,0.15304235897474167,0.0
2022-06-24,2022-06-27,0.054697171500852314,0.0
2022-06-27,2022-06-28,0.15277868010296852,0.0
2022-06-28,2022-06-29,0.1046457958088021,0.0
2022-06-29,2022-06-30,0.10486314520788967,0.0
2022-06-30,2022-07-01,0.1054570950851616,0.0
2022-07-01,2022-07-04,0.10662256489149469,0.0
2022-07-04,2022-07-05,0.1021239082276171,0.0
2022-07-05,2022-07-06,0.10204520651683836,0.0
2022-07-06,2022-07-07,0.10791993275907294,0.0
2022-07-07,2022-07-08,0.1034410851350699,0.0
2022-07-08,2022-07-11,0.05527142000016145,0.0
2022-07-11,2022-07-12,0.15149311942280028,0.0
2022-07-12,2022-07-13,0.1506761170174187,0.0
2022-07-13,2022-07-14,0.15078530912338706,0.0
2022-07-14,2022-07-15,0.2015561160629991,0.0
2022-07-15,2022-07-18,0.20262885321497345,0.0
2022-07-18,2022-07-19,0.1020536049883762,0.0
2022-07-19,2022-07-20,0.05530362737682721,0.0
2022-07-20,2022-07-21,0.10114389369971447,0.0
2022-07-21,2022-07-22,0.10281220185112472,0.0
2022-07-22,2022-07-25,0.15544438357453833,0.0
2022-07-25,2022-07-26,0.15833702865113514,0.0
2022-07-26,2022-07-27,0.055800486042303254,0.0
2022-07-27,2022-07-28,0.10342518208444289,0.0
2022-07-28,2022-07-29,0.10485875704834714,0.0
2022-07-29,2022-08-01,0.2054229133442691,0.0
2022-08-01,2022-08-02,0.0034321417487829416,0.0
2022-08-02,2022-08-03,0.25271320786941687,0.0
2022-08-03,2022-08-04,0.10325851918336837,0.0
2022-08-04,2022-08-05,0.10475003573224535,0.0
2022-08-05,2022-08-08,0.1543021272514225,0.0
2022-08-08,2022-08-09,0.10281040376264176,0.0
2022-08-09,2022-08-10,0.10307824138966457,0.0
2022-08-10,2022-08-11,0.1549561445199129,0.0
2022-08-11,2022-08-12,0.1542779083265993,0.0
2022-08-12,2022-08-15,0.10660775323677182,0.0
2022-08-15,2022-08-16,0.10678699203992345,0.0
2022-08-16,2022-08-17,0.10454950124450468,0.0
2022-08-17,2022-08-18,0.05535498408776675,0.0
2022-08-18,2022-08-19,0.20428166282797006,0.0
2022-08-19,2022-08-22,0.10884329390326657,0.0
2022-08-22,2022-08-23,0.10309092358094331,0.0
2022-08-23,2022-08-24,0.053993736044147075,0.0
2022-08-24,2022-08-25,0.1568014151548265,0.0
2022-08-25,2022-08-26,0.15262161248578932,0.0
2022-08-26,2022-08-29,0.1565870116843932,0.0
2022-08-29,2022-08-30,0.1027075409725612,0.0
2022-08-30,2022-08-31,0.05317103242336954,0.0
2022-08-31,2022-09-01,0.15463948289964907,0.0
2022-09-01,2022-09-02,0.20517354119558734,0.0
2022-09-02,2022-09-05,0.30451198811605706,0.0
2022-09-05,2022-09-06,0.15723008988376072,0.0
2022-09-06,2022-09-08,0.20102827164941328,0.0
2022-09-08,2022-09-09,0.20314139478597704,0.0
2022-09-09,2022-09-12,0.10311416146106876,0.0
2022-09-12,2022-09-13,0.10724057470156399,0.0
2022-09-13,2022-09-14,0.10721404576778018,0.0
2022-09-14,2022-09-15,0.15405603868721354,0.0
2022-09-15,2022-09-16,0.2524490426776661,0.0
2022-09-16,2022-09-19,0.10630422103299908,0.0
2022-09-19,2022-09-20,0.15612154423163338,0.0
2022-09-20,2022-09-21,0.20273221134114516,0.0
2022-09-21,2022-09-22,0.2034775855022834,0.0
2022-09-22,2022-09-23,0.2056814721461135,0.0
2022-09-23,2022-09-26,0.5472915578176093,0.0
2022-09-26,2022-09-27,0.5499999999999999,0.0
2022-09-27,2022-09-28,0.15487864619319236,0.0
2022-09-28,2022-09-29,0.05432901516157658,0.0
2022-09-29,2022-09-30,0.20752815312378092,0.0
2022-09-30,2022-10-03,0.25117936151060244,0.0
2022-10-03,2022-10-04,0.2047627732886047,0.0
2022-10-04,2022-10-05,0.44826800644162923,0.0
2022-10-05,2022-10-06,0.4,0.0
2022-10-06,2022-10-07,0.599433855720369,0.0
2022-10-07,2022-10-10,0.3516055828100374,0.0
2022-10-10,2022-10-11,0.5499999999999999,0.0
2022-10-11,2022-10-13,0.10435969141805791,0.0
2022-10-13,2022-10-14,0.4030365458803296,0.0
2022-10-14,2022-10-17,0.21799920441668177,0.0
2022-10-17,2022-10-18,0.17138921783820682,0.0
2022-10-18,2022-10-19,0.16469766131195737,0.0
2022-10-19,2022-10-20,0.4,0.0
2022-10-20,2022-10-21,0.10461849664268112,0.0
2022-10-21,2022-10-24,0.10474845225033547,0.0
2022-10-24,2022-10-25,0.005261417530018912,0.0
2022-10-25,2022-10-26,0.10325021545284163,0.0
2022-10-26,2022-10-27,0.20606051678770382,0.0
2022-10-27,2022-10-28,0.30447370557896125,0.0
2022-10-28,2022-10-31,0.25228616263080794,0.0
2022-10-31,2022-11-01,0.10402573974830648,0.0
2022-11-01,2022-11-03,0.06198108239436992,0.0
2022-11-03,2022-11-04,0.5472652873765695,0.0
2022-11-04,2022-11-07,0.55,0.0
2022-11-07,2022-11-08,0.3022649506756376,0.0
2022-11-08,2022-11-09,0.25570940067558723,0.0
2022-11-09,2022-11-10,0.2012346288557448,0.0
2022-11-10,2022-11-11,0.20381717359150925,0.0
2022-11-11,2022-11-14,0.10617836747458827,0.0
2022-11-14,2022-11-16,0.20528378598939556,0.0
2022-11-16,2022-11-17,0.2046200684502656,0.0
2022-11-17,2022-11-18,0.20082903399461183,0.0
2022-11-18,2022-11-21,0.1521910054354133,0.0
2022-11-21,2022-11-22,0.2033407919453083,0.0
2022-11-22,2022-11-23,0.053701122780442395,0.0
2022-11-23,2022-11-24,0.15503228089322252,0.0
2022-11-24,2022-11-25,0.10587373286200659,0.0
2022-11-25,2022-11-28,0.054432889930325024,0.0
2022-11-28,2022-11-29,0.15376859996582753,0.0
2022-11-29,2022-11-30,0.15783114401681844,0.0
2022-11-30,2022-12-01,0.20402931609009764,0.0
2022-12-01,2022-12-02,0.15271419534813985,0.0
2022-12-02,2022-12-05,0.1534913775691381,0.0
2022-12-05,2022-12-06,0.2541054788726628,0.0
2022-12-06,2022-12-07,0.10491701891373867,0.0
2022-12-07,2022-12-08,0.20351766652081082,0.0
2022-12-08,2022-12-09,0.20430070149242066,0.0
2022-12-09,2022-12-12,0.15246780742373905,0.0
2022-12-12,2022-12-13,0.3021388809144865,0.0
2022-12-13,2022-12-14,0.20208718663095454,0.0
2022-12-14,2022-12-15,0.20210861958101073,0.0
2022-12-15,2022-12-16,0.30234107770772195,0.0
2022-12-16,2022-12-19,0.15967698551779988,0.0
2022-12-19,2022-12-20,0.15530223101075885,0.0
2022-12-20,2022-12-21,0.20327832364323078,0.0
2022-12-21,2022-12-22,0.15633924507156732,0.0
2022-12-22,2022-12-23,0.10173348749076128,0.0
2022-12-23,2022-12-26,0.15431438928352803,0.0
2022-12-26,2022-12-27,0.10506366182603653,0.0
2022-12-27,2022-12-28,0.1548344161184273,0.0
2022-12-28,2022-12-29,0.1048143839073736,0.0
2022-12-29,2023-01-02,0.10512547124076864,0.0
2023-01-02,2023-01-03,0.054316133604038044,0.0
2023-01-03,2023-01-04,0.6997216942168288,0.0
2023-01-04,2023-01-05,0.7,0.0
2023-01-05,2023-01-06,0.6007082576737384,0.0
2023-01-06,2023-01-09,0.169727333497205,0.0
2023-01-09,2023-01-10,0.27284558319606655,0.0
2023-01-10,2023-01-11,0.5025234052071103,0.0
2023-01-11,2023-01-12,0.7499999999999999,0.0
2023-01-12,2023-01-13,0.1533238051450399,0.0
2023-01-13,2023-01-16,0.05343802273442213,0.0
2023-01-16,2023-01-17,0.05783002580466408,0.0
2023-01-17,2023-01-18,0.10636274475844605,0.0
2023-01-18,2023-01-19,0.15511704100982224,0.0
2023-01-19,2023-01-20,0.15599159025949996,0.0
2023-01-20,2023-01-23,0.053145606363728365,0.0
2023-01-23,2023-01-24,0.15287690485265265,0.0
2023-01-24,2023-01-25,0.054060797207208244,0.0
2023-01-25,2023-01-26,0.054154770023041636,0.0
2023-01-26,2023-01-27,0.15516617781283853,0.0
2023-01-27,2023-01-30,0.10665460607121985,0.0
2023-01-30,2023-01-31,0.15427882414405908,0.0
2023-01-31,2023-02-01,0.1537672445954168,0.0
2023-02-01,2023-02-02,0.15370195018669947,0.0
2023-02-02,2023-02-03,0.20414887988444175,0.0
2023-02-03,2023-02-06,0.0534308513107393,0.0
2023-02-06,2023-02-07,0.10590682695691106,0.0
2023-02-07,2023-02-08,0.20041734078176504,0.0
2023-02-08,2023-02-09,0.054189646637799516,0.0
2023-02-09,2023-02-10,0.20521510800287293,0.0
2023-02-10,2023-02-13,0.2018525625182461,0.0
2023-02-13,2023-02-14,0.054897701944932376,0.0
2023-02-14,2023-02-15,0.5465130225452803,0.0
2023-02-15,2023-02-16,0.5499999999999999,0.0
2023-02-16,2023-02-17,0.2028587406909553,0.0
2023-02-17,2023-02-22,0.10665200452663443,0.0
2023-02-22,2023-02-23,0.1027461079333208,0.0
2023-02-23,2023-02-24,0.15298863978745178,0.0
2023-02-24,2023-02-27,0.15362217443385998,0.0
2023-02-27,2023-02-28,0.6515878677700209,0.0
2023-02-28,2023-03-01,0.6499999999999999,0.0
2023-03-01,2023-03-02,0.10434599686857776,0.0
2023-03-02,2023-03-03,0.10422900850521802,0.0
2023-03-03,2023-03-06,0.10428780143224411,0.0
2023-03-06,2023-03-07,0.5996073486468008,0.0
2023-03-07,2023-03-08,0.5,0.0
2023-03-08,2023-03-09,0.2043628862217852,0.0
2023-03-09,2023-03-10,0.5985937955124163,0.0
2023-03-10,2023-03-13,0.55,0.0
2023-03-13,2023-03-14,0.2032536429953148,0.0
2023-03-14,2023-03-15,0.15554796150428543,0.0
2023-03-15,2023-03-16,0.10395118482958238,0.0
2023-03-16,2023-03-17,0.15430485284228396,0.0
2023-03-17,2023-03-20,0.10338771948301159,0.0
2023-03-20,2023-03-21,0.05582021613111939,0.0
2023-03-21,2023-03-22,0.10127426098699387,0.0
2023-03-22,2023-03-23,0.10597768398712512,0.0
2023-03-23,2023-03-24,0.10385487551299194,0.0
2023-03-24,2023-03-27,0.10428629137390727,0.0
2023-03-27,2023-03-28,0.15322590739398728,0.0
2023-03-28,2023-03-29,0.25275830089889056,0.0
2023-03-29,2023-03-30,0.15443147479394892,0.0
2023-03-30,2023-03-31,0.20495690620838053,0.0
2023-03-31,2023-04-03,0.2528596500556394,0.0
2023-04-03,2023-04-04,0.10389602103888543,0.0
2023-04-04,2023-04-05,0.25563592612888586,0.0
2023-04-05,2023-04-06,0.25262231609346225,0.0
2023-04-06,2023-04-10,0.15888636627187985,0.0
2023-04-10,2023-04-11,0.15382083923326945,0.0
2023-04-11,2023-04-12,0.2069596040294992,0.0
2023-04-12,2023-04-13,0.15613230405809048,0.0
2023-04-13,2023-04-14,0.1531326837246817,0.0
2023-04-14,2023-04-17,0.10449523961685822,0.0
2023-04-17,2023-04-18,0.05391690260169043,0.0
2023-04-18,2023-04-19,0.15406801421611954,0.0
2023-04-19,2023-04-20,0.15272919735218363,0.0
2023-04-20,2023-04-24,0.10556432311836102,0.0
2023-04-24,2023-04-25,0.15635339152241717,0.0
2023-04-25,2023-04-26,0.1526381252677919,0.0
2023-04-26,2023-04-27,0.15595714631451293,0.0
2023-04-27,2023-04-28,0.15614280401461367,0.0
2023-04-28,2023-05-02,0.15572483938959844,0.0
2023-05-02,2023-05-03,0.7001541173500129,0.0
2023-05-03,2023-05-04,0.6499999999999999,0.0
2023-05-04,2023-05-05,0.5020477260612412,0.0
2023-05-05,2023-05-08,0.5,0.0
2023-05-08,2023-05-09,0.058854067673243624,0.0
2023-05-09,2023-05-10,0.5961530476459982,0.0
2023-05-10,2023-05-11,0.2757306424486852,0.0
2023-05-11,2023-05-12,0.15974576560475778,0.0
2023-05-12,2023-05-15,0.5363668720661086,0.0
2023-05-15,2023-05-16,0.4983574873815838,0.0
2023-05-16,2023-05-17,0.3620656916598113,0.0
2023-05-17,2023-05-18,0.5999999999999999,0.0
2023-05-18,2023-05-19,0.649327789685162,0.0
2023-05-19,2023-05-22,0.17896185610740098,0.0
2023-05-22,2023-05-23,0.631659061244132,0.0
2023-05-23,2023-05-24,0.6054571086791657,0.0
2023-05-24,2023-05-25,0.19071941508734508,0.0
2023-05-25,2023-05-26,0.5526622007252253,0.0
2023-05-26,2023-05-29,0.3598581480342863,0.0
2023-05-29,2023-05-30,0.27065751328469484,0.0
2023-05-30,2023-05-31,0.43163160831692415,0.0
2023-05-31,2023-06-01,0.5645319729177994,0.0
2023-06-01,2023-06-02,0.1325659813761779,0.0
2023-06-02,2023-06-05,0.11243325309608473,0.0
2023-06-05,2023-06-06,0.2610700195798333,0.0
2023-06-06,2023-06-07,0.5168177945339152,0.0
2023-06-07,2023-06-09,0.6584939267933101,0.0
2023-06-09,2023-06-12,0.5583982426505062,0.0
2023-06-12,2023-06-13,0.8880977875764413,0.0
2023-06-13,2023-06-14,0.8872606736550883,0.0
2023-06-14,2023-06-15,0.8917605772576869,0.0
2023-06-15,2023-06-16,0.36234638120904494,0.0
2023-06-16,2023-06-19,0.34639499839583454,0.0
2023-06-19,2023-06-20,0.3820921122738937,0.0
2023-06-20,2023-06-21,0.26582939444511466,0.0
2023-06-21,2023-06-22,0.45580932621987535,0.0
2023-06-22,2023-06-23,0.5064385482249518,0.0
2023-06-23,2023-06-26,0.38276584448215895,0.0
2023-06-26,2023-06-27,0.36166400535710885,0.0
2023-06-27,2023-06-28,0.15075611836359457,0.0
2023-06-28,2023-06-29,0.1493905867932061,0.0
2023-06-29,2023-06-30,0.21510583495279673,0.0
2023-06-30,2023-07-03,0.22699231653032875,0.0
2023-07-03,2023-07-04,0.2221909741045234,0.0
2023-07-04,2023-07-05,0.26246127180928197,0.0
2023-07-05,2023-07-06,0.26905398241401324,0.0
2023-07-06,2023-07-07,0.1699745861940009,0.0
2023-07-07,2023-07-10,0.08363504202243642,0.0
2023-07-10,2023-07-11,0.12067728706840707,0.0
2023-07-11,2023-07-12,0.2544216585625917,0.0
2023-07-12,2023-07-13,0.17074311112955087,0.0
2023-07-13,2023-07-14,0.1874018090431547,0.0
2023-07-14,2023-07-17,0.09298837958158102,0.0
2023-07-17,2023-07-18,0.1729614106887321,0.0
2023-07-18,2023-07-19,0.29646708753779244,0.0
2023-07-19,2023-07-20,0.43586151109672366,0.0
2023-07-20,2023-07-21,0.30224639398789716,0.0
2023-07-21,2023-07-24,0.167659963353196,0.0
2023-07-24,2023-07-25,0.3040388123552716,0.0
2023-07-25,2023-07-26,0.24485477081079998,0.0
2023-07-26,2023-07-27,0.23311344468452277,0.0
2023-07-27,2023-07-28,0.23846348464852213,0.0
2023-07-28,2023-07-31,0.3250801191517183,0.0
2023-07-31,2023-08-01,0.39288285974199494,0.0
2023-08-01,2023-08-02,0.4508473858665406,0.0
2023-08-02,2023-08-03,0.36381381131178203,0.0
2023-08-03,2023-08-04,0.40320797935311564,0.0
2023-08-04,2023-08-07,0.24888586298840248,0.0
2023-08-07,2023-08-08,0.3698608344054081,0.0
2023-08-08,2023-08-09,0.44999999999999996,0.0
2023-08-09,2023-08-10,0.5445560263779585,0.0
2023-08-10,2023-08-11,0.30500677690616157,0.0
2023-08-11,2023-08-14,0.384111964458943,0.0
2023-08-14,2023-08-15,0.55,0.0
2023-08-15,2023-08-16,0.5516885034340424,0.0
2023-08-16,2023-08-17,0.5,0.0
2023-08-17,2023-08-18,0.15385605247103573,0.0
2023-08-18,2023-08-21,0.5507901042728273,0.0
2023-08-21,2023-08-22,0.55,0.0
2023-08-22,2023-08-23,0.5002996108611739,0.0
2023-08-23,2023-08-24,0.389392209360596,0.0
2023-08-24,2023-08-25,0.3558718906457916,0.0
2023-08-25,2023-08-28,0.3623380638609553,0.0
2023-08-28,2023-08-29,0.5499999999999999,0.0
2023-08-29,2023-08-30,0.600071370904294,0.0
2023-08-30,2023-08-31,0.6499999999999999,0.0
2023-08-31,2023-09-01,0.25412000857952544,0.0
2023-09-01,2023-09-04,0.10518189351057028,0.0
2023-09-04,2023-09-05,0.10706303829050938,0.0
2023-09-05,2023-09-06,0.10495376131732012,0.0
2023-09-06,2023-09-08,0.05679582438871389,0.0
2023-09-08,2023-09-11,0.15323398195814744,0.0
2023-09-11,2023-09-12,0.1550859062041393,0.0
2023-09-12,2023-09-13,0.15528082475517813,0.0
2023-09-13,2023-09-14,0.053544547467963215,0.0
2023-09-14,2023-09-15,0.20178229069332576,0.0
2023-09-15,2023-09-18,0.1048721056590253,0.0
2023-09-18,2023-09-19,0.15414176395299561,0.0
2023-09-19,2023-09-20,0.15285113930062266,0.0
2023-09-20,2023-09-21,0.15694623433815905,0.0
2023-09-21,2023-09-22,0.154641091123209,0.0
2023-09-22,2023-09-25,0.15669586745933994,0.0
2023-09-25,2023-09-26,0.10300844297947093,0.0
2023-09-26,2023-09-27,0.1044519193361496,0.0
2023-09-27,2023-09-28,0.15364612817099313,0.0
2023-09-28,2023-09-29,0.10719610398691104,0.0
2023-09-29,2023-10-02,0.10455111872097557,0.0
2023-10-02,2023-10-03,0.20345641178481647,0.0
2023-10-03,2023-10-04,0.10433099344104918,0.0
2023-10-04,2023-10-05,0.055101298913906714,0.0
2023-10-05,2023-10-06,0.1511866496331763,0.0
2023-10-06,2023-10-09,0.10350004441010688,0.0
2023-10-09,2023-10-10,0.16054826392656868,0.0
2023-10-10,2023-10-11,0.05631527868929047,0.0
2023-10-11,2023-10-13,0.10354903122273326,0.0
2023-10-13,2023-10-16,0.20262831668713344,0.0
2023-10-16,2023-10-17,0.15360957576950565,0.0
2023-10-17,2023-10-18,0.10231696727966723,0.0
2023-10-18,2023-10-19,0.05360232395802164,0.0
2023-10-19,2023-10-20,0.10368863608852569,0.0
2023-10-20,2023-10-23,0.15377832702371166,0.0
2023-10-23,2023-10-24,0.1049965486076497,0.0
2023-10-24,2023-10-25,0.10755289315562333,0.0
2023-10-25,2023-10-26,0.10290508164504816,0.0
2023-10-26,2023-10-27,0.5994976407462871,0.0
2023-10-27,2023-10-30,0.6,0.0
2023-10-30,2023-10-31,0.10524515061795912,0.0
2023-10-31,2023-11-01,0.20369333186960603,0.0
2023-11-01,2023-11-03,0.2030981845754023,0.0
2023-11-03,2023-11-06,0.1095716813828104,0.0
2023-11-06,2023-11-07,0.20251230418133345,0.0
2023-11-07,2023-11-08,0.15331249313624623,0.0
2023-11-08,2023-11-09,0.15529178283118356,0.0
2023-11-09,2023-11-10,0.10399868674659213,0.0
2023-11-10,2023-11-13,0.10820496570737881,0.0
2023-11-13,2023-11-14,0.3962998053858666,0.0
2023-11-14,2023-11-16,0.3497869270253696,0.0
2023-11-16,2023-11-17,0.25040056555876034,0.0
2023-11-17,2023-11-20,0.55,0.0
2023-11-20,2023-11-21,0.20280072561681234,0.0
2023-11-21,2023-11-22,0.10626894992440904,0.0
2023-11-22,2023-11-23,0.10530639389498235,0.0
2023-11-23,2023-11-24,0.10638289729202574,0.0
2023-11-24,2023-11-27,0.10421987166495154,0.0
2023-11-27,2023-11-28,0.10498109946714138,0.0
2023-11-28,2023-11-29,0.15608416498733568,0.0
2023-11-29,2023-11-30,0.15235552760762106,0.0
2023-11-30,2023-12-01,0.2535929731774856,0.0
2023-12-01,2023-12-04,0.156863811076836,0.0
2023-12-04,2023-12-05,0.1538333275776488,0.0
2023-12-05,2023-12-06,0.10472728259608916,0.0
2023-12-06,2023-12-07,0.1045247987794192,0.0
2023-12-07,2023-12-08,0.10360446812128701,0.0
2023-12-08,2023-12-11,0.20286676239513346,0.0
2023-12-11,2023-12-12,0.20580090472002172,0.0
2023-12-12,2023-12-13,0.15410021250407535,0.0
2023-12-13,2023-12-14,0.060234232063554244,0.0
2023-12-14,2023-12-15,0.6984387493505677,0.0
2023-12-15,2023-12-18,0.46817497500124494,0.0
2023-12-18,2023-12-19,0.48508479265069027,0.0
2023-12-19,2023-12-20,0.5,0.0
2023-12-20,2023-12-21,0.15588385585419912,0.0
2023-12-21,2023-12-22,0.20276581647375816,0.0
2023-12-22,2023-12-26,0.2517867841995761,0.0
2023-12-26,2023-12-27,0.1558434455194723,0.0
2023-12-27,2023-12-28,0.20084707795150153,0.0
2023-12-28,2024-01-02,0.1035112267665961,0.0
2024-01-02,2024-01-03,0.25476163278276237,0.0
2024-01-03,2024-01-04,0.15529426281879005,0.0
2024-01-04,2024-01-05,0.15299156836617203,0.0
2024-01-05,2024-01-08,0.1046615663198644,0.0
2024-01-08,2024-01-09,0.10705318207524887,0.0
2024-01-09,2024-01-10,0.10567964958504947,0.0
2024-01-10,2024-01-11,0.10501254620707906,0.0
2024-01-11,2024-01-12,0.10768982236333105,0.0
2024-01-12,2024-01-15,0.2056371305502617,0.0
2024-01-15,2024-01-16,0.15559663791771705,0.0
2024-01-16,2024-01-17,0.20302506294268416,0.0
2024-01-17,2024-01-18,0.10422415372297461,0.0
2024-01-18,2024-01-19,0.1535357371771231,0.0
2024-01-19,2024-01-22,0.25317541974911195,0.0
2024-01-22,2024-01-23,0.15259981772862555,0.0
2024-01-23,2024-01-24,0.055269057480719634,0.0
2024-01-24,2024-01-25,0.203485933114604,0.0
2024-01-25,2024-01-26,0.10516141660146816,0.0
2024-01-26,2024-01-29,0.25090274582426086,0.0
2024-01-29,2024-01-30,0.1565208179942626,0.0
2024-01-30,2024-01-31,0.1563459015243971,0.0
2024-01-31,2024-02-01,0.10424669107016671,0.0
2024-02-01,2024-02-02,0.15549319477481144,0.0
2024-02-02,2024-02-05,0.15233730010422758,0.0
2024-02-05,2024-02-06,0.1553336215721462,0.0
2024-02-06,2024-02-07,0.25642695445025654,0.0
