Data_Rebalanceamento,Data_Aplicacao,Tempo_Segundos
2022-04-25,2022-04-26,89.09526538848877
2022-04-26,2022-04-27,128.19794940948486
2022-04-27,2022-04-28,124.90599203109741
2022-04-28,2022-04-29,137.84213089942932
2022-04-29,2022-05-02,160.9523422718048
2022-05-02,2022-05-03,110.91426181793213
2022-05-03,2022-05-04,120.36059999465942
2022-05-04,2022-05-05,109.62325811386108
2022-05-05,2022-05-06,136.56959176063538
2022-05-06,2022-05-09,124.3015718460083
2022-05-09,2022-05-10,126.5768575668335
2022-05-10,2022-05-11,105.76124262809753
2022-05-11,2022-05-12,143.03827667236328
2022-05-12,2022-05-13,162.14835476875305
2022-05-13,2022-05-16,116.02179670333862
2022-05-16,2022-05-17,125.74258232116699
2022-05-17,2022-05-18,130.65965604782104
2022-05-18,2022-05-19,124.66430807113647
2022-05-19,2022-05-20,139.2903687953949
2022-05-20,2022-05-23,119.18770670890808
2022-05-23,2022-05-24,129.94844317436218
2022-05-24,2022-05-25,142.47842597961426
2022-05-25,2022-05-26,120.02410364151001
2022-05-26,2022-05-27,117.29457998275757
2022-05-27,2022-05-30,163.15765857696533
2022-05-30,2022-05-31,135.1796703338623
2022-05-31,2022-06-01,141.95974469184875
2022-06-01,2022-06-02,120.8125569820404
2022-06-02,2022-06-03,113.07779383659363
2022-06-03,2022-06-06,164.11075067520142
2022-06-06,2022-06-07,148.21558618545532
2022-06-07,2022-06-08,166.37030410766602
2022-06-08,2022-06-09,152.4536588191986
2022-06-09,2022-06-10,148.2976574897766
2022-06-10,2022-06-13,139.67885327339172
2022-06-13,2022-06-14,138.45687556266785
2022-06-14,2022-06-15,130.5373146533966
2022-06-15,2022-06-17,137.48619055747986
2022-06-17,2022-06-20,101.56669926643372
2022-06-20,2022-06-21,134.22561955451965
2022-06-21,2022-06-22,110.8611090183258
2022-06-22,2022-06-23,146.9950351715088
2022-06-23,2022-06-24,132.6902666091919
2022-06-24,2022-06-27,119.54120111465454
2022-06-27,2022-06-28,131.15565419197083
2022-06-28,2022-06-29,176.17855787277222
2022-06-29,2022-06-30,145.92229557037354
2022-06-30,2022-07-01,118.30441236495972
2022-07-01,2022-07-04,119.54307270050049
2022-07-04,2022-07-05,155.53765487670898
2022-07-05,2022-07-06,125.89139008522034
2022-07-06,2022-07-07,122.18822360038757
2022-07-07,2022-07-08,136.14598178863525
2022-07-08,2022-07-11,154.5469150543213
2022-07-11,2022-07-12,163.92469191551208
2022-07-12,2022-07-13,122.45769166946411
2022-07-13,2022-07-14,137.9169421195984
2022-07-14,2022-07-15,122.31897044181824
2022-07-15,2022-07-18,182.60632038116455
2022-07-18,2022-07-19,151.620130777359
2022-07-19,2022-07-20,195.63020038604736
2022-07-20,2022-07-21,158.98841667175293
2022-07-21,2022-07-22,138.46488118171692
2022-07-22,2022-07-25,99.986332654953
2022-07-25,2022-07-26,163.28339099884033
2022-07-26,2022-07-27,148.922434091568
2022-07-27,2022-07-28,113.21498465538025
2022-07-28,2022-07-29,128.55916237831116
2022-07-29,2022-08-01,130.11777091026306
2022-08-01,2022-08-02,126.24941158294678
2022-08-02,2022-08-03,122.10274982452393
2022-08-03,2022-08-04,124.34870505332947
2022-08-04,2022-08-05,101.64927124977112
2022-08-05,2022-08-08,157.88630890846252
2022-08-08,2022-08-09,115.92067837715149
2022-08-09,2022-08-10,114.96174502372742
2022-08-10,2022-08-11,132.32845735549927
2022-08-11,2022-08-12,107.26817798614502
2022-08-12,2022-08-15,114.32883477210999
2022-08-15,2022-08-16,131.69625163078308
2022-08-16,2022-08-17,150.5883560180664
2022-08-17,2022-08-18,143.4525761604309
2022-08-18,2022-08-19,124.0317804813385
2022-08-19,2022-08-22,115.01454186439514
2022-08-22,2022-08-23,115.35761761665344
2022-08-23,2022-08-24,118.07213234901428
2022-08-24,2022-08-25,118.32741785049438
2022-08-25,2022-08-26,134.94576215744019
2022-08-26,2022-08-29,128.47503972053528
2022-08-29,2022-08-30,131.86740899085999
2022-08-30,2022-08-31,150.81980443000793
2022-08-31,2022-09-01,126.10812664031982
2022-09-01,2022-09-02,192.0453395843506
2022-09-02,2022-09-05,132.30734539031982
2022-09-05,2022-09-06,134.71554350852966
2022-09-06,2022-09-08,110.37559008598328
2022-09-08,2022-09-09,130.44878029823303
2022-09-09,2022-09-12,136.49147272109985
2022-09-12,2022-09-13,119.01082587242126
2022-09-13,2022-09-14,139.7928764820099
2022-09-14,2022-09-15,147.57230401039124
2022-09-15,2022-09-16,138.02782893180847
2022-09-16,2022-09-19,127.68183922767639
2022-09-19,2022-09-20,123.97686815261841
2022-09-20,2022-09-21,120.80836033821106
2022-09-21,2022-09-22,115.71542763710022
2022-09-22,2022-09-23,123.71973252296448
2022-09-23,2022-09-26,108.97393584251404
2022-09-26,2022-09-27,130.19769024848938
2022-09-27,2022-09-28,147.35089492797852
2022-09-28,2022-09-29,141.27015209197998
2022-09-29,2022-09-30,111.97566366195679
2022-09-30,2022-10-03,128.89930534362793
2022-10-03,2022-10-04,126.46049618721008
2022-10-04,2022-10-05,125.80606079101562
2022-10-05,2022-10-06,116.36666703224182
2022-10-06,2022-10-07,145.9109628200531
2022-10-07,2022-10-10,139.3685324192047
2022-10-10,2022-10-11,141.98237681388855
2022-10-11,2022-10-13,111.8726167678833
2022-10-13,2022-10-14,156.80784964561462
2022-10-14,2022-10-17,143.7799870967865
2022-10-17,2022-10-18,119.34980320930481
2022-10-18,2022-10-19,119.66998505592346
2022-10-19,2022-10-20,167.23044276237488
2022-10-20,2022-10-21,111.5697910785675
2022-10-21,2022-10-24,144.20349383354187
2022-10-24,2022-10-25,139.1650528907776
2022-10-25,2022-10-26,113.33862042427063
2022-10-26,2022-10-27,123.98210048675537
2022-10-27,2022-10-28,142.31120896339417
2022-10-28,2022-10-31,116.29713869094849
2022-10-31,2022-11-01,145.0886013507843
2022-11-01,2022-11-03,135.42615938186646
2022-11-03,2022-11-04,136.7859592437744
2022-11-04,2022-11-07,123.10380125045776
2022-11-07,2022-11-08,133.71411681175232
2022-11-08,2022-11-09,125.19022846221924
2022-11-09,2022-11-10,126.22385430335999
2022-11-10,2022-11-11,145.6187448501587
2022-11-11,2022-11-14,162.68874192237854
2022-11-14,2022-11-16,140.20839095115662
2022-11-16,2022-11-17,135.27943420410156
2022-11-17,2022-11-18,157.5861577987671
2022-11-18,2022-11-21,131.02597999572754
2022-11-21,2022-11-22,166.29781651496887
2022-11-22,2022-11-23,157.08168721199036
2022-11-23,2022-11-24,143.90169048309326
2022-11-24,2022-11-25,168.1362292766571
2022-11-25,2022-11-28,151.1333818435669
2022-11-28,2022-11-29,157.4035885334015
2022-11-29,2022-11-30,147.67955923080444
2022-11-30,2022-12-01,171.93549013137817
2022-12-01,2022-12-02,143.0276095867157
2022-12-02,2022-12-05,150.38645601272583
2022-12-05,2022-12-06,164.0332407951355
2022-12-06,2022-12-07,153.67645716667175
2022-12-07,2022-12-08,151.18072891235352
2022-12-08,2022-12-09,136.6254017353058
2022-12-09,2022-12-12,127.23934626579285
2022-12-12,2022-12-13,144.69099020957947
2022-12-13,2022-12-14,141.2359583377838
2022-12-14,2022-12-15,145.40450191497803
2022-12-15,2022-12-16,155.7676281929016
2022-12-16,2022-12-19,133.3158140182495
2022-12-19,2022-12-20,115.29835295677185
2022-12-20,2022-12-21,144.91105246543884
2022-12-21,2022-12-22,148.53944444656372
2022-12-22,2022-12-23,165.86815214157104
2022-12-23,2022-12-26,151.49387764930725
2022-12-26,2022-12-27,142.2010214328766
2022-12-27,2022-12-28,144.57568216323853
2022-12-28,2022-12-29,128.62962412834167
2022-12-29,2023-01-02,117.25780296325684
2023-01-02,2023-01-03,142.24504780769348
2023-01-03,2023-01-04,136.83063793182373
2023-01-04,2023-01-05,138.34945678710938
2023-01-05,2023-01-06,131.39289045333862
2023-01-06,2023-01-09,171.85846400260925
2023-01-09,2023-01-10,129.23418045043945
2023-01-10,2023-01-11,168.33071208000183
2023-01-11,2023-01-12,142.1073477268219
2023-01-12,2023-01-13,137.5437717437744
2023-01-13,2023-01-16,148.1688220500946
2023-01-16,2023-01-17,121.7178258895874
2023-01-17,2023-01-18,157.00445103645325
2023-01-18,2023-01-19,143.76489162445068
2023-01-19,2023-01-20,127.17297840118408
2023-01-20,2023-01-23,152.82868695259094
2023-01-23,2023-01-24,105.35945749282837
2023-01-24,2023-01-25,144.16716408729553
2023-01-25,2023-01-26,119.06550741195679
2023-01-26,2023-01-27,125.05003213882446
2023-01-27,2023-01-30,141.4998836517334
2023-01-30,2023-01-31,173.428617477417
2023-01-31,2023-02-01,127.99269771575928
2023-02-01,2023-02-02,147.43276047706604
2023-02-02,2023-02-03,150.08550572395325
2023-02-03,2023-02-06,159.31137132644653
2023-02-06,2023-02-07,184.64140391349792
2023-02-07,2023-02-08,152.21495461463928
2023-02-08,2023-02-09,132.16469287872314
2023-02-09,2023-02-10,149.83860802650452
2023-02-10,2023-02-13,150.35952711105347
2023-02-13,2023-02-14,136.49420475959778
2023-02-14,2023-02-15,139.89154505729675
2023-02-15,2023-02-16,141.09916853904724
2023-02-16,2023-02-17,140.78360795974731
2023-02-17,2023-02-22,133.30783796310425
2023-02-22,2023-02-23,153.3808150291443
2023-02-23,2023-02-24,132.79791474342346
2023-02-24,2023-02-27,129.1593096256256
2023-02-27,2023-02-28,125.55960655212402
2023-02-28,2023-03-01,143.0043752193451
2023-03-01,2023-03-02,121.40263652801514
2023-03-02,2023-03-03,167.72645139694214
2023-03-03,2023-03-06,149.75679206848145
2023-03-06,2023-03-07,150.20115303993225
2023-03-07,2023-03-08,188.41550636291504
2023-03-08,2023-03-09,158.42169857025146
2023-03-09,2023-03-10,153.00325846672058
2023-03-10,2023-03-13,154.7576208114624
2023-03-13,2023-03-14,195.9686028957367
2023-03-14,2023-03-15,173.376158952713
2023-03-15,2023-03-16,158.7235198020935
2023-03-16,2023-03-17,144.32689714431763
2023-03-17,2023-03-20,179.84221935272217
2023-03-20,2023-03-21,174.43021655082703
2023-03-21,2023-03-22,182.42056560516357
2023-03-22,2023-03-23,137.96154522895813
2023-03-23,2023-03-24,129.98728704452515
2023-03-24,2023-03-27,152.24072408676147
2023-03-27,2023-03-28,148.0894432067871
2023-03-28,2023-03-29,134.9978151321411
2023-03-29,2023-03-30,120.4355161190033
2023-03-30,2023-03-31,141.28787183761597
2023-03-31,2023-04-03,134.28177213668823
2023-04-03,2023-04-04,146.81113958358765
2023-04-04,2023-04-05,162.95071530342102
2023-04-05,2023-04-06,158.36416935920715
2023-04-06,2023-04-10,149.80214548110962
2023-04-10,2023-04-11,168.08410930633545
2023-04-11,2023-04-12,162.54666209220886
2023-04-12,2023-04-13,170.4565234184265
2023-04-13,2023-04-14,141.06430172920227
2023-04-14,2023-04-17,133.3596715927124
2023-04-17,2023-04-18,142.87577533721924
2023-04-18,2023-04-19,170.6050567626953
2023-04-19,2023-04-20,172.94126415252686
2023-04-20,2023-04-24,127.9410994052887
2023-04-24,2023-04-25,147.8359820842743
2023-04-25,2023-04-26,180.45584225654602
2023-04-26,2023-04-27,152.6638457775116
2023-04-27,2023-04-28,156.82951593399048
2023-04-28,2023-05-02,146.1366515159607
2023-05-02,2023-05-03,153.24060440063477
2023-05-03,2023-05-04,160.5280442237854
2023-05-04,2023-05-05,171.73743081092834
2023-05-05,2023-05-08,134.4112207889557
2023-05-08,2023-05-09,133.64643931388855
2023-05-09,2023-05-10,137.69216132164001
2023-05-10,2023-05-11,165.43531847000122
2023-05-11,2023-05-12,134.0892412662506
2023-05-12,2023-05-15,158.86993384361267
2023-05-15,2023-05-16,128.56419897079468
2023-05-16,2023-05-17,103.37326240539551
2023-05-17,2023-05-18,141.88557600975037
2023-05-18,2023-05-19,151.16510653495789
2023-05-19,2023-05-22,158.28174424171448
2023-05-22,2023-05-23,139.0156192779541
2023-05-23,2023-05-24,170.59421110153198
2023-05-24,2023-05-25,171.50877928733826
2023-05-25,2023-05-26,150.83313035964966
2023-05-26,2023-05-29,151.59552717208862
2023-05-29,2023-05-30,123.9998688697815
2023-05-30,2023-05-31,134.50103902816772
2023-05-31,2023-06-01,147.82617282867432
2023-06-01,2023-06-02,156.07964777946472
2023-06-02,2023-06-05,161.96694207191467
2023-06-05,2023-06-06,142.07424402236938
2023-06-06,2023-06-07,144.07972598075867
2023-06-07,2023-06-09,146.1621162891388
2023-06-09,2023-06-12,136.36845755577087
2023-06-12,2023-06-13,138.99500584602356
2023-06-13,2023-06-14,149.03624534606934
2023-06-14,2023-06-15,133.70415806770325
2023-06-15,2023-06-16,129.69737029075623
2023-06-16,2023-06-19,126.61560988426208
2023-06-19,2023-06-20,125.21237063407898
2023-06-20,2023-06-21,141.18622088432312
2023-06-21,2023-06-22,134.44028210639954
2023-06-22,2023-06-23,130.46008348464966
2023-06-23,2023-06-26,135.91486597061157
2023-06-26,2023-06-27,116.43157863616943
2023-06-27,2023-06-28,137.53294467926025
2023-06-28,2023-06-29,147.58100843429565
2023-06-29,2023-06-30,140.1043620109558
2023-06-30,2023-07-03,136.75529766082764
2023-07-03,2023-07-04,163.43023228645325
2023-07-04,2023-07-05,139.0106246471405
2023-07-05,2023-07-06,126.80930399894714
2023-07-06,2023-07-07,123.98347234725952
2023-07-07,2023-07-10,130.98109531402588
2023-07-10,2023-07-11,120.10716032981873
2023-07-11,2023-07-12,136.6115152835846
2023-07-12,2023-07-13,131.8418834209442
2023-07-13,2023-07-14,131.8755121231079
2023-07-14,2023-07-17,138.02998089790344
2023-07-17,2023-07-18,122.35435128211975
2023-07-18,2023-07-19,123.28056502342224
2023-07-19,2023-07-20,141.794606924057
2023-07-20,2023-07-21,120.82806706428528
2023-07-21,2023-07-24,130.87678980827332
2023-07-24,2023-07-25,135.79826092720032
2023-07-25,2023-07-26,168.00112056732178
2023-07-26,2023-07-27,146.82124018669128
2023-07-27,2023-07-28,134.69903802871704
2023-07-28,2023-07-31,135.23790740966797
2023-07-31,2023-08-01,135.27797102928162
2023-08-01,2023-08-02,130.0999493598938
2023-08-02,2023-08-03,121.12307476997375
2023-08-03,2023-08-04,136.85140347480774
2023-08-04,2023-08-07,154.0404350757599
2023-08-07,2023-08-08,133.18853855133057
2023-08-08,2023-08-09,120.1374580860138
2023-08-09,2023-08-10,117.10112452507019
2023-08-10,2023-08-11,119.36338257789612
2023-08-11,2023-08-14,123.37943410873413
2023-08-14,2023-08-15,138.25862312316895
2023-08-15,2023-08-16,118.21679711341858
2023-08-16,2023-08-17,118.88556742668152
2023-08-17,2023-08-18,118.10948348045349
2023-08-18,2023-08-21,121.86048579216003
2023-08-21,2023-08-22,121.31018471717834
2023-08-22,2023-08-23,136.30777668952942
2023-08-23,2023-08-24,123.54564929008484
2023-08-24,2023-08-25,113.74672389030457
2023-08-25,2023-08-28,121.83870959281921
2023-08-28,2023-08-29,130.63852882385254
2023-08-29,2023-08-30,117.00260019302368
2023-08-30,2023-08-31,119.8245313167572
2023-08-31,2023-09-01,107.04631042480469
2023-09-01,2023-09-04,130.47444438934326
2023-09-04,2023-09-05,116.6689088344574
2023-09-05,2023-09-06,119.62538123130798
2023-09-06,2023-09-08,117.08254885673523
2023-09-08,2023-09-11,114.45841360092163
2023-09-11,2023-09-12,149.75540447235107
2023-09-12,2023-09-13,127.39264392852783
2023-09-13,2023-09-14,131.82298874855042
2023-09-14,2023-09-15,124.16259956359863
2023-09-15,2023-09-18,124.55377721786499
2023-09-18,2023-09-19,112.05712270736694
2023-09-19,2023-09-20,116.8704571723938
2023-09-20,2023-09-21,129.16971278190613
2023-09-21,2023-09-22,115.27142286300659
2023-09-22,2023-09-25,118.84307980537415
2023-09-25,2023-09-26,127.51844239234924
2023-09-26,2023-09-27,122.12538599967957
2023-09-27,2023-09-28,109.95628666877747
2023-09-28,2023-09-29,124.75485634803772
2023-09-29,2023-10-02,111.24065113067627
2023-10-02,2023-10-03,116.86840176582336
2023-10-03,2023-10-04,116.29160189628601
2023-10-04,2023-10-05,89.83406400680542
2023-10-05,2023-10-06,115.35223317146301
2023-10-06,2023-10-09,107.6152172088623
2023-10-09,2023-10-10,123.26563930511475
2023-10-10,2023-10-11,121.74519872665405
2023-10-11,2023-10-13,109.39702606201172
2023-10-13,2023-10-16,121.73245978355408
2023-10-16,2023-10-17,143.6104929447174
2023-10-17,2023-10-18,123.77100348472595
2023-10-18,2023-10-19,113.35171103477478
2023-10-19,2023-10-20,114.94131636619568
2023-10-20,2023-10-23,134.56965804100037
2023-10-23,2023-10-24,137.2832896709442
2023-10-24,2023-10-25,128.6111032962799
2023-10-25,2023-10-26,117.41038846969604
2023-10-26,2023-10-27,120.07871317863464
2023-10-27,2023-10-30,124.73848795890808
2023-10-30,2023-10-31,105.08504486083984
2023-10-31,2023-11-01,150.50477242469788
2023-11-01,2023-11-03,110.57989740371704
2023-11-03,2023-11-06,125.89343357086182
2023-11-06,2023-11-07,106.57604765892029
2023-11-07,2023-11-08,119.19573497772217
2023-11-08,2023-11-09,114.6667308807373
2023-11-09,2023-11-10,114.48117709159851
2023-11-10,2023-11-13,121.46424412727356
2023-11-13,2023-11-14,121.07362294197083
2023-11-14,2023-11-16,104.49183440208435
2023-11-16,2023-11-17,108.11193370819092
2023-11-17,2023-11-20,119.8604028224945
2023-11-20,2023-11-21,121.31739902496338
2023-11-21,2023-11-22,112.79417943954468
2023-11-22,2023-11-23,108.08900618553162
2023-11-23,2023-11-24,130.32631039619446
2023-11-24,2023-11-27,122.09530687332153
2023-11-27,2023-11-28,151.45083332061768
2023-11-28,2023-11-29,120.59431600570679
2023-11-29,2023-11-30,103.09394884109497
2023-11-30,2023-12-01,109.83470869064331
2023-12-01,2023-12-04,125.5083339214325
2023-12-04,2023-12-05,112.18555879592896
2023-12-05,2023-12-06,129.51198530197144
2023-12-06,2023-12-07,112.21253800392151
2023-12-07,2023-12-08,129.39734172821045
2023-12-08,2023-12-11,123.56820154190063
2023-12-11,2023-12-12,127.59816813468933
2023-12-12,2023-12-13,162.30508017539978
2023-12-13,2023-12-14,123.6063883304596
2023-12-14,2023-12-15,113.49778079986572
2023-12-15,2023-12-18,113.49075603485107
2023-12-18,2023-12-19,117.44411182403564
2023-12-19,2023-12-20,110.62132716178894
2023-12-20,2023-12-21,125.91536927223206
2023-12-21,2023-12-22,116.46148705482483
2023-12-22,2023-12-26,117.6097309589386
2023-12-26,2023-12-27,112.84456968307495
2023-12-27,2023-12-28,115.49981689453125
2023-12-28,2024-01-02,119.30732035636902
2024-01-02,2024-01-03,115.40507173538208
2024-01-03,2024-01-04,111.24587225914001
2024-01-04,2024-01-05,116.38760924339294
2024-01-05,2024-01-08,123.90344595909119
2024-01-08,2024-01-09,111.98738765716553
2024-01-09,2024-01-10,109.98675608634949
2024-01-10,2024-01-11,118.00784182548523
2024-01-11,2024-01-12,110.43874001502991
2024-01-12,2024-01-15,104.39465737342834
2024-01-15,2024-01-16,108.51206946372986
2024-01-16,2024-01-17,113.09919738769531
2024-01-17,2024-01-18,104.82410740852356
2024-01-18,2024-01-19,88.46332478523254
2024-01-19,2024-01-22,111.03934621810913
2024-01-22,2024-01-23,110.38296818733215
2024-01-23,2024-01-24,118.17888522148132
2024-01-24,2024-01-25,97.93144202232361
2024-01-25,2024-01-26,114.93890643119812
2024-01-26,2024-01-29,130.80392241477966
2024-01-29,2024-01-30,153.31533455848694
2024-01-30,2024-01-31,113.4992561340332
2024-01-31,2024-02-01,121.39392566680908
2024-02-01,2024-02-02,121.54964566230774
2024-02-02,2024-02-05,106.63402509689331
2024-02-05,2024-02-06,99.50665879249573
2024-02-06,2024-02-07,108.51505184173584
2024-02-07,2024-02-08,121.44883561134338
2024-02-08,2024-02-09,104.07181978225708
2024-02-09,2024-02-14,115.27697777748108
2024-02-14,2024-02-15,128.73924255371094
2024-02-15,2024-02-16,93.08770537376404
2024-02-16,2024-02-19,108.14773631095886
2024-02-19,2024-02-20,109.0324158668518
2024-02-20,2024-02-21,117.59480714797974
2024-02-21,2024-02-22,110.39008378982544
2024-02-22,2024-02-23,115.8069097995758
2024-02-23,2024-02-26,118.37657070159912
2024-02-26,2024-02-27,107.16880416870117
2024-02-27,2024-02-28,116.97891235351562
2024-02-28,2024-02-29,103.99130535125732
2024-02-29,2024-03-01,97.0429756641388
2024-03-01,2024-03-04,124.14905142784119
2024-03-04,2024-03-05,121.771555185318
2024-03-05,2024-03-06,108.44458341598511
2024-03-06,2024-03-07,110.631192445755
2024-03-07,2024-03-08,105.53188991546631
2024-03-08,2024-03-11,122.93599081039429
2024-03-11,2024-03-12,123.51006555557251
2024-03-12,2024-03-13,144.37992668151855
2024-03-13,2024-03-14,118.75774502754211
2024-03-14,2024-03-15,120.4878454208374
2024-03-15,2024-03-18,148.52099585533142
2024-03-18,2024-03-19,110.23358273506165
2024-03-19,2024-03-20,105.19129848480225
2024-03-20,2024-03-21,112.74113416671753
2024-03-21,2024-03-22,109.50557589530945
2024-03-22,2024-03-25,115.27249145507812
2024-03-25,2024-03-26,109.66194677352905
2024-03-26,2024-03-27,126.29926681518555
2024-03-27,2024-03-28,114.12573194503784
2024-03-28,2024-04-01,120.41462731361389
2024-04-01,2024-04-02,118.53472638130188
2024-04-02,2024-04-03,98.14327549934387
2024-04-03,2024-04-04,100.83471345901489
2024-04-04,2024-04-05,99.96953225135803
2024-04-05,2024-04-08,106.56681609153748
2024-04-08,2024-04-09,101.55722856521606
2024-04-09,2024-04-10,105.53512001037598
2024-04-10,2024-04-11,104.07233762741089
2024-04-11,2024-04-12,95.56217360496521
2024-04-12,2024-04-15,108.04213547706604
2024-04-15,2024-04-16,112.3009192943573
2024-04-16,2024-04-17,124.25412368774414
2024-04-17,2024-04-18,106.51624250411987
2024-04-18,2024-04-19,122.76611733436584
2024-04-19,2024-04-22,113.91621685028076
2024-04-22,2024-04-23,112.56976652145386
2024-04-23,2024-04-24,110.00494050979614
2024-04-24,2024-04-25,125.58370113372803
2024-04-25,2024-04-26,99.52013540267944
2024-04-26,2024-04-29,103.94301748275757
2024-04-29,2024-04-30,107.66723299026489
2024-04-30,2024-05-02,105.82779455184937
2024-05-02,2024-05-03,115.79072403907776
2024-05-03,2024-05-06,111.90793013572693
2024-05-06,2024-05-07,110.57243347167969
2024-05-07,2024-05-08,104.95419192314148
2024-05-08,2024-05-09,99.63379168510437
2024-05-09,2024-05-10,111.47562766075134
2024-05-10,2024-05-13,116.28383708000183
2024-05-13,2024-05-14,115.28021454811096
2024-05-14,2024-05-15,106.86616849899292
2024-05-15,2024-05-16,93.30253839492798
2024-05-16,2024-05-17,126.96518516540527
2024-05-17,2024-05-20,130.2832305431366
2024-05-20,2024-05-21,91.43070125579834
2024-05-21,2024-05-22,94.3079526424408
2024-05-22,2024-05-23,93.12795066833496
2024-05-23,2024-05-24,96.27200746536255
2024-05-24,2024-05-27,97.04619073867798
2024-05-27,2024-05-28,111.35682845115662
2024-05-28,2024-05-29,108.28615975379944
2024-05-29,2024-05-31,117.59000134468079
2024-05-31,2024-06-03,107.89860725402832
2024-06-03,2024-06-04,105.06767559051514
2024-06-04,2024-06-05,110.56422114372253
2024-06-05,2024-06-06,91.98442769050598
2024-06-06,2024-06-07,108.5451455116272
2024-06-07,2024-06-10,124.66003584861755
2024-06-10,2024-06-11,123.49141955375671
2024-06-11,2024-06-12,107.37726902961731
2024-06-12,2024-06-13,99.50362849235535
2024-06-13,2024-06-14,135.0642168521881
2024-06-14,2024-06-17,107.87141704559326
2024-06-17,2024-06-18,125.25347852706909
2024-06-18,2024-06-19,106.16296195983887
2024-06-19,2024-06-20,112.91801524162292
2024-06-20,2024-06-21,115.44068813323975
2024-06-21,2024-06-24,114.47740483283997
2024-06-24,2024-06-25,103.4504566192627
2024-06-25,2024-06-26,94.28026509284973
2024-06-26,2024-06-27,79.91289520263672
2024-06-27,2024-06-28,100.91855502128601
2024-06-28,2024-07-01,113.84762644767761
2024-07-01,2024-07-02,97.81106185913086
2024-07-02,2024-07-03,111.34832811355591
2024-07-03,2024-07-04,113.78310370445251
2024-07-04,2024-07-05,107.87151575088501
2024-07-05,2024-07-08,101.76399207115173
2024-07-08,2024-07-09,115.2320396900177
2024-07-09,2024-07-10,104.67464995384216
2024-07-10,2024-07-11,117.70704531669617
2024-07-11,2024-07-12,141.04005455970764
2024-07-12,2024-07-15,112.59623694419861
2024-07-15,2024-07-16,139.14113640785217
2024-07-16,2024-07-17,114.03539037704468
2024-07-17,2024-07-18,103.39253783226013
2024-07-18,2024-07-19,135.7059736251831
2024-07-19,2024-07-22,114.98353719711304
2024-07-22,2024-07-23,116.86410593986511
