DATA,RISKFREE,RRRP3,ALSO3,ALPA4,ABEV3,ARZZ3,AZUL4,B3SA3,BPAN4,BBSE3,BBDC3,BBDC4,BRAP4,BBAS3,BRKM5,BRFS3,BPAC1,CRFB3,CCRO3,CMIG4,CIEL3,COGN3,CPLE6,CSAN3,CPFE3,CVCB3,CYRE3,DXCO3,ECOR3,ELET3,ELET6,EMBR3,ENAT3,ENBR3,ENGI1,ENEV3,EGIE3,EQTL3,EZTC3,FLRY3,GGBR4,GOAU4,GOLL4,GMAT3,NTCO3,SOMA3,HAPV3,HYPE3,ITSA4,ITUB4,JBSS3,KLBN1,RENT3,LWSA3,LREN3,MDIA3,MGLU3,MRFG3,CASH3,BEEF3,MOVI3,MRVE3,MULT3,PCAR3,PETR3,PETR4,PRIO3,PETZ3,PSSA3,QUAL3,RADL3,RDOR3,RAIL3,SBSP3,SANB1,STBP3,SMTO3,CSNA3,SLCE3,SUZB3,TAEE1,VIVT3,TIMS3,TOTS3,TRPL4,UGPA3,USIM5,VALE3,VIIA3,VBBR3,WEGE3,YDUQ3
2021-01-05,7.54711218178272E-05,0.0318945953737728,-0.000354924559497594,0.000480076823702547,0.0210937830270952,-0.0154122789960267,0.0123799816386949,0.00196592464537559,-0.00428266178137493,-0.0188911680299579,-0.00479251006463421,-0.00611555481955106,0.0193602472860346,-0.0104292963159298,0.000428173808064702,-0.00794582354668716,-0.0136935918459051,-0.00681165851590215,-0.0167177145786899,0,-0.0233473639883248,-0.00640343704748392,-0.0151860090430087,0.00315000574893753,-0.00477024278455174,0.00297029919288283,-0.0194868876637901,-0.0138891121636737,-0.0175109157037472,-0.0261601497633719,-0.0291500459965981,0.0236138480883001,0.0302929426457537,-0.00983665607264994,0.00767795877585975,0.00701198095792943,-0.00898934255088513,0.00219539055947493,-0.024273036347942,-0.0164305414238335,0.0239055208546004,0.0217946598466074,-0.000417449382997148,0,-0.0057870531817823,0,-0.026272983072499,0.0326632362494772,-0.00782272568095976,-0.00649352930383573,0.0144192489923989,-0.00231570925195479,-0.00591892820142714,0.0246200199675979,-0.00976082026524727,-0.0113807757478006,-0.0176145466766298,-0.00631359522636687,0.0260356042194818,-0.0201214031224808,-0.00643089034133437,-0.00589024460277576,0.00132949279139938,-0.0235812314687101,0.0300523450249344,0.038342270874884,-0.0135946638958346,0.000538068349629661,-0.00882915132523765,-0.0190426144037947,-0.00280056193592415,-0.0117410041559163,0.00780238025946955,-0.00235238877236821,-0.018866339792198,0.00182315456447668,0.00183318105565311,0.0179819230382208,0.0449244064296659,-0.00459379795074089,-0.00363196525042486,-0.00852557353932015,-0.0231345753855043,-0.00469399672325421,-0.00650996871131593,-0.00832644276772809,0.0106525641116932,0.0166977749222514,0.00308737509561086,0.0113766869517797,0.0595677310240377,0.0049875415254097
2021-01-06,7.50817271182314E-05,-0.0120435016497971,-0.0509757243632016,-0.0560156291472653,0.0150661983524762,-0.0644588747752879,-0.0411492732143386,-0.0220080033529939,-0.0118727783763921,-0.0164310635847675,0.0210800385854073,0.0307601145902194,0.0396177298753737,0.0210142059361704,0.0382158618072843,-0.00517526442026028,-0.0352489068597501,-0.00685837561040703,-0.0342979837987687,0.0223785562617658,-0.023905520844469,-0.032647077826667,-0.00289915300248733,-0.00302381482394898,-0.00127591723780496,0.00345423487977303,-0.03014573651352,-0.0135393349735664,-0.0423592738113641,-0.0153871521688846,-0.00513260324579612,0.0389065088598093,-0.0369651942784563,-0.00630254186152079,-0.0328944239769569,-0.0583641961717172,-0.00766999692090309,-0.0235200546883396,-0.0472925147166072,-0.0240057250578305,0.0483079653295926,0.039826474273077,-0.0305237770691629,-0.0205693881805029,-0.0554869427186233,-0.0308904870464888,-0.0375565696097047,-0.0233496643292108,0.0215804663640982,0.0273109344103908,-0.00591217937888056,0.0099962385956931,-0.0560067018549804,-0.0312141340276173,-0.0495320660922429,-0.00604231443361369,-0.0547854831358934,-0.0292773498998815,-0.0870632967187581,-0.0153612851610778,-0.0305685840417125,-0.0377609842082829,-0.04437124406128,-0.00807725658741365,0.00982004618894505,0.000998170109013152,-0.0158451614585733,-0.0587101028298456,-0.0204785313225591,-0.0364443283472768,-0.0313352188784513,-0.0512124503723577,-0.0104167608398411,-0.00306640172936623,0.0244799168943541,-0.0277026025594231,0.0489645777312333,0.0397291296764468,-0.0020140993867348,-0.0192843441648911,-0.00486323146797574,-0.0121481339445428,-0.0280493038518923,-0.0481931654111656,-0.00874641147618593,-0.0172890665505672,0.0402390431556197,0.0276779239394855,-0.0447600715027652,-0.0159638509551607,0.0291173985641588,-0.0372676903114915
2021-01-07,7.54711218178272E-05,-0.0173822953464788,-0.0219041990071807,-0.0179262162638367,0,0.00222752678306115,-0.0167793786845589,0.0330758246409752,0.0182899127286325,0.0209285629592753,0.0279738520450556,0.0280477318504824,0.0795409569688985,0.0404955395517463,0.0244212380786069,0.0338543807382283,0.040069390666098,-0.00424403818981167,0.00158478636704906,-0.013226785245712,0.00803217169418735,0.0218827112487887,-0.0222277970821332,0.0388566575637652,-0.0350799205050691,-0.0371342214293993,0.0102715503165327,0.0458258122600004,0.00956945100977213,-0.00793072156132135,-0.0196311154173583,-0.00337268451343498,0.00667225163270269,-0.0223770658455673,-0.0363226062297022,0.005037794053671,-0.00890561311279203,-0.0199553107119619,-0.0129636246338247,0.00677394811020049,0.0538979735839189,0.0428915646142793,0.00729147556071075,0.0205693881805029,-0.00862605473162237,0.00391389934955022,0.011976191074289,-0.000299087797153597,0.0377086989256914,0.0397691425124305,0.00927493998164586,0.073369914297873,0.0430107761747651,-0.0176304780793028,0.0240915662471837,-0.00943834073291017,-0.0120173119940516,0.00289435801152393,0.0129992545425455,-0.0041365105544342,-0.00516797016739101,0.00111482730267776,0,0.0174415103922083,0.0304754940315797,0.0304592074847085,0.0190923568426555,-0.000570613427003153,0.0238512157912205,-0.0138998376821302,-0.00497307280475301,-0.0146582429170881,0.0273706732497105,-0.00260201211777744,0.037790085407031,-0.00940740709941257,0.0480092191670036,0.0623780397924927,0.00234938854047551,0.0828738305252283,-0.0206256349971894,-0.0247481696852025,-0.0161768233437249,-0.00304298448603335,-0.0151210699315176,0.0351059869779391,0.0538663172368943,0.0678277401769405,-0.0281156146065333,0.0195772243855434,0.0375495376934776,0.00907172836739312
2021-01-08,7.54711218178272E-05,-0.0274979136297091,0.0359993878346097,0.0503884924097604,0.0294680622527608,0.0185802857309332,0.0151413766862896,0.0146222578010256,0.0200534424665881,0.0305938204450156,-0.00773777023039823,-0.00865806274954606,0.00509305707335717,0.00579711768727575,-0.00726395446272932,0.00227738654373999,0.0203552661779152,0.0360258222370544,0.0319466201704994,0.0664200715662631,0.0211089632022656,0.0423792229675128,0.035822239198708,-0.00170068065436313,0.0379484483669135,-0.00255951000569343,0.0467024807481811,0.0669769520056249,0.026626475097892,0.031066513458176,0.0287376097818606,-0.00791411701184197,0.00497513467677901,0.0422003545008822,0.0381450224493927,0.0455144851530753,0.041047957690461,0.0306744843420828,0.0538474410511007,0.0570939870729696,-0.015007102937699,-0.0169365095250389,0.00468984021270735,0.0581559202061834,0.0451689683681851,-0.00863088922185185,0.163089177272193,0.0547125095185992,-0.00247015361211567,-0.000304645846133766,0.0236378411901579,0.0400680665660009,0.0653275647413558,0.00431035149606362,0.0560671574212059,0.0389971429510694,0.0289381894785645,0.0122084102009099,0.198991997743617,0.00825598084202062,0.0406147191756583,0.066799195088783,0.0354743882046904,0.0333430635583056,-0.00189753379005131,0.00386349484245674,0.00565734263186402,0.0342249392900564,0.0667456795603711,0.051526548674055,0.0286669917114173,0.0207833426655295,0.0186732652345842,0.0326217183428437,-0.010621103412336,0.0497798624032721,0.0330257250033159,0.00595162840932684,0.0496996685830964,0.00463000747668474,0.0230602071058028,0.0258586639660696,0.0442261271956172,0.0645385211396001,0.0389920044664214,0.0255436551788635,-0.00483384623798511,-0.00313234398471529,0.0294042746098184,0.027569554025682,0.058718998263644,0.0334499144900802
2021-01-11,7.54711218178272E-05,-0.0582689081072703,-0.0440500351366659,-0.0221099554221831,-0.0263576398483032,-0.0157235943749443,-0.00438116800718102,-0.0420257282398255,0.0237491802203116,-0.020975058555706,-0.0152423136336921,-0.0179131092154656,-0.0100805985516348,-0.0164706624828748,0.01646954277345,-0.0206856375814333,-0.0385406281309244,-0.0259754863849926,-0.00847136375009505,-0.0353723897481295,-0.029141134896453,-0.0423792229675128,-0.0562442270465908,-0.0167968149252546,-0.0287348261017151,-0.0222864885875342,-0.0394297214228194,-0.01521501743093,-0.0100971731575563,-0.0369819403482246,-0.0220544525314912,-0.022963121489092,0.0164072588951023,-0.0025859854219199,-0.0499844842143089,-0.00128123018699933,-0.0196218935105326,-0.0201936410568586,-0.0468262186070723,-0.0217760957285482,-0.0278763695471587,-0.0172283039541146,-0.00640070462201425,-0.029818723075691,-0.0324612753325075,0.0125295295994881,0.0812338930268166,-0.0348688256477807,-0.0233538553532386,-0.0228053026708674,-0.00616651488694187,-0.000341588361995715,-0.0196279946586806,0.108959345170837,-0.0390351155104018,-0.0124335527162254,-0.0147900435229884,-0.00357526301700606,0.147794114056917,-0.0124096732133903,0.0153051617593136,-0.0264006885410035,-0.0438426378682921,-0.0279543936385025,-0.00954205714074741,-0.00838985239039314,0.0446561391878095,0.044235906742756,-0.0261257256409162,-0.0148812270047141,-0.00526210485440615,-0.0160366278036044,-0.01765493523936,-0.0486182394623826,-0.0221544355749761,-0.0199824995852427,0.00353187074864758,-0.0221738575206518,0.0117331296652288,-0.0236935896382935,-0.0110025559769484,-0.0113853222279641,-0.00711746777597888,-0.00178731057937664,-0.0176676670519615,-0.0479698441849776,0.0120410846846379,-0.000196097658508698,-0.0267552664294599,-0.0203817423294885,-0.0311093465416863,-0.0525965258304915
2021-01-12,7.54711218178272E-05,0.0156970496655506,0.0141412637486544,-0.00377501392721147,0.0425596144496421,0.0111891483340711,0.0345233853747859,0.0285358817803369,-0.00306591968243763,0.00647472017913442,0.000415023869869025,-0.000738007393009443,-0.000921477085547906,0.00915570993920145,0.00039832703634568,-0.00792729730080399,0.0392986551337855,0.0587653092393343,0.0130620374050481,-0.00408441685009864,0.02652675432336,0.00647251450002528,-0.0328523458196865,0.0249097128463891,0.00490116974976651,0.0289276369139602,0.0480997948028534,0.00886268722045624,0.00156006271788511,0.0205526905581443,0.0155175527521916,0.0760142343596155,-0.0106340469922213,0.0189797951911346,0.00318505419457971,0.0425128718864647,0.00459770925505376,0,0.0358862785600667,0.0351942481091712,-0.027948791550112,-0.0175303293987192,0.0386278082540406,0,0.0469457720544524,0.0344202239409936,-0.0267276488891106,0.0223294763773509,0.00756624038284937,0.00311235858005654,0.015548594749577,0.0108733657016007,0.0207541209015494,0.106947457754766,0.0107979453438372,0.00267737777850297,0.029777834505845,0.0177498447044537,0.178691788762391,0.0387803696827849,0.000979432009453163,0.0352204603717712,0.0102183889639318,0.0254689452981705,-0.00352169407697955,-0.00748092610137086,-0.0174931574645369,0.0614003568749233,-0.00202265439578975,0.00119868160017589,0.0176995771038322,0.0467352409767638,0.0515731534590631,0.00336377059015636,0.010014549027153,0.057056471835994,0.0206192871770576,0.00447428040028131,0.0504101807446933,-0.00130569628881094,0.0284781438377348,-0.0008984726411847,-0.000714540925200513,0.0254340803030497,0.0254996757945007,-0.00716546795318473,-0.0138598181761518,-0.0277395128762148,0.00330142260621713,0.00758086130172186,0.0343342589821138,0.0452918914379339
2021-01-13,7.54711218178272E-05,0.0223748982834935,-0.012987195502745,0.00703520488583687,-0.0382212128421688,-0.000156727537734547,-0.0477832481607301,0.00403389009062893,-0.0185955771591542,0.00474416343509088,-0.0188487255604852,-0.0152504350500555,-0.0200871403039464,-0.0506272936783776,-0.00039832703634568,-0.00563381769773441,-0.0121979295047692,0.0103679032856925,-0.00459067365495303,0.00882858027066158,0.0155847310109061,-0.00431035149740211,-0.0252145916454503,0.0212393140892178,0.0113435019914592,-0.0169452065241327,-0.0062348660550553,-0.00985229640142737,0,-0.00524476726595902,-0.0065799121878185,-0.00973506878080643,0.00164338573047829,0.0106142012263644,0.00169455664096141,0.0360494506261451,0.0159275266849352,0.0148484167584515,-0.0191828194157555,-0.00288600488519597,-0.0336259280767734,-0.0260601066779835,-0.0472263135019322,0.00232558249976211,-0.00506527480188534,0.00300300525593311,-0.0414806011184976,0.0034354457086021,-0.0101010959238401,-0.0166069929934993,0.00929487393736261,-0.0294945934168371,-0.000422148747077244,0.0497120244231395,-0.012004946111706,-0.00925241640367247,-0.00746581650204226,-0.0014084508889538,-0.0833816089422204,-0.0192022069861539,-0.0202726349535731,0.0429684495763345,-0.00742118434518835,0.0193274062120423,-0.0472839225583619,-0.0495250080137781,0.0382146768226135,0.0680991720162178,-0.00527812838477759,-0.000898876462703591,0,0.0334079490191259,0.000483208498843979,0.0131063475100492,-0.00912029454224861,0.0103449198428718,-0.0158231149218779,-0.0492498286165373,0.00359066812288944,-0.02029270326915,0.0142351158172649,0.00224466984741767,-0.00214669137211976,-0.00244456207072918,0.00212539930252031,-0.00764334934306321,-0.0625986563084742,-0.0303999664831904,-0.0213199281269532,-0.0134170170450059,0.00232880616720799,-0.00972454988000315
2021-01-14,7.54711218178272E-05,0.0339015516626939,0.0417903835888644,0.0286297935207274,0.0103050678489791,0.0370783185889403,0.0700675626179379,-0.00711056644689645,0.0388596951177398,0.0134320353909971,0.0312200173642068,0.0302717836260382,0.00936211199418935,-0.00239968119417133,0.00556219152149717,-0.00661315589383937,0.00284495210874081,0.0102615119786864,0.042783260123215,0.0147653689197815,0.012804272241296,0.029789436811702,0.0249163512702359,-0.00354820008375523,0.0232531579062445,0.053440133835378,0.0341563257791453,0.00543077116216173,0.0546003687252337,0.0361485141331714,0.0333081877693697,0.0813796063216232,0.027532103393237,0.0302077933189104,0.0343247425525721,0.00649736483852692,0.0207759064512993,0.0359687896892269,0.0392305147333736,0.0057637047088952,0.0408670893276488,0.0276665326913292,0.0439259804623711,0.0443002588781702,-0.0167409128830887,0.0367959097174384,0.0116960397517483,-0.00832261941728474,0.0217581804552238,0.029267344260357,-0.0121409827887669,-0.00453515516360525,0.0397348450299795,0.0556484912346873,0.0467176245824805,-0.00180072077079041,-0.0121467462151799,-0.00707216526612653,0.00591134725971054,0.0020387366911585,0.0227170262761542,0.0239561688299661,0.0211891852025734,-0.00696148228891591,0.00402685104284517,0.0102389972755352,-0.0187965909822898,0.019738992952437,0.0117362739196496,-0.00933601117811778,0.0317860780135146,0.0112402831995748,0.00193050255090554,0.00660691407357561,0.0275499517524276,0.0436310813665592,0.0076263477219265,0.030963907698895,0.00951255686990926,-0.00568278313106862,-0.00649928433939984,-0.0035938942576319,0.0128115631074484,-0.0147942113629487,-0.000707964628080315,-0.00598548173675528,0.017926216244581,0.0162873407711084,0.00336134769987684,0.00538842795034311,-0.00455177029358156,0.044310129545249
2021-01-15,7.50817271182314E-05,-0.0193527285210551,-0.00740195827812551,-0.000243338597719411,-0.019249274896235,0.017961865926087,-0.0302694513917938,-0.0302953692721166,-0.0493419714120131,-0.0212379464091543,-0.0375827111526568,-0.0280254330194185,-0.0499489823128236,-0.0314559557675018,-0.00158604313503563,-0.0162449821781241,-0.0307340992487455,-0.0137055498368075,-0.038192586468262,-0.0229120534927412,-0.0283890032522021,-0.00209863667261057,-0.015632364028799,-0.0357008487852113,0.0150002812516439,-0.0258592231124903,-0.0411298547657917,-0.0229093684779915,-0.0345379674439101,-0.0402468805244052,-0.0407988594797883,-0.0471882415481972,-0.0291754891237153,-0.00391007341877225,-0.0102775827718307,-0.0166225258095607,-0.0142509648483689,0.00644193766206591,-0.0354151724467395,0.00680152970126668,-0.060985437284816,-0.0544239818694368,-0.0272268127118518,-0.0168071183022414,-0.0192506446024137,0.0500280433942182,0.00579711770287972,0.00287769981986141,-0.0396843967527127,-0.0384722973463196,-0.00571663459214555,0.00453515516360525,-0.0445316939503613,-0.00662741749530804,-0.00693965312360945,-0.011480488625105,0.00964570279031118,-0.00855315268078671,0.0136587489298567,-0.0102355039006317,-0.00391389932791864,-0.0195128141889676,-0.0272597151566272,-0.0114495135752906,-0.0357972430104208,-0.0462128431695836,-0.0488670901689736,-0.0114286958271328,-0.00302206334140154,0.00543151605478176,0.00577702356817866,0.00446097393813005,0.0224085657574546,0.000940291565269646,-0.0512932943746551,-0.0148886125022329,-0.0162760893164609,-0.0845101918650282,-0.00355661310707456,0.0246680830394483,-0.000296428052259934,0.00538600942309797,-0.00709726181152615,-0.00462387449123192,-0.00390279014110906,-0.0278278826331242,-0.0480924381150012,-0.0444285243218019,-0.0217104863295803,-0.0231040854341957,-0.0421581488245231,-0.0334132465762158
2021-01-18,7.50817271182314E-05,0.00311042241662829,0.0173084784930646,0.0271292595172414,0.0167862194356738,0.0191013741760706,0.0180089613020078,0.0162497357694118,-0.0042238711057494,-0.010274062975665,0.00424629088186634,0.00336009275558746,0.0163778817013487,-0.0102451401224766,-0.0147913950109695,-0.0179834737199762,0.0388956332397261,-0.0143958802698552,0.00380952843870652,-0.0164952193688683,-0.00262123347889109,-0.0148150857723228,-0.0114269545460197,0.00953202868880343,-0.00903573681017011,0.0154964360418859,-0.00105023639918533,-0.0055569731044609,-0.0038270234208535,-0.00676970942949318,-0.00958891556873143,-0.0148150857903722,-0.000822706782920513,-0.0128143695313083,-0.01561718361316,0.000598444102765772,-0.00202042947551062,-0.0216364995931277,-0.00381534228663405,-0.00429031762266296,0.0140874212591964,0.00759817926445772,0.0101395038859438,0.00563381771348981,0.0503412316719345,0.036441279173649,0.0357687861228011,-0.00374262708639161,0.00172117077857425,-0.00511510068284693,-0.00698585130602725,0.0127963011713059,-0.000282885435789915,0.0223743409496842,0.0011599583662818,-0.00456830397434604,0.020244442682682,-0.0064632181781108,-0.00271686563368467,0.00513084758566285,0.0557685595785009,-0.0108965912608272,0.00327332533531033,0.00365726635790242,-0.00173701618829236,-0.00177967655180833,-0.0195764816212121,-0.0115608224046677,0.00863892866243754,0.00150353360133693,0.0347204686940117,-0.00222799944147223,-0.0137671293494046,-0.0180185055056996,0.00502169509701877,-0.0134230203221073,0.0181736230893987,0.0195971689415511,0.0223144901819294,0.0343974766549815,-0.00923312589537284,-0.0126127798153783,-0.00858374374025717,0.0263867551907579,-0.00213523211816735,-0.0164484703978229,0.00265957605129508,0.00809117584034613,-0.00274725448419,-0.0027535584414955,0.0678625516998523,0.00903928007545973
